Gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,
FAM111B,28172,0.061546219,7.279794297,0.978764003,0.328408237,0.99995045,-5.230853513
WSB1,11408,0.057495974,6.880549789,0.978742738,0.328418731,0.99995045,-5.230871812
H4C5,14398,-0.137566254,6.891865023,-0.978633418,0.328472682,0.99995045,-5.230965876
MRPL33,751,-0.083825466,7.776608133,-0.978482371,0.328547235,0.99995045,-5.231095826
CMTM4,8996,-0.110168174,7.557077144,-0.978453154,0.328561657,0.99995045,-5.23112096
KLF17,25438,-0.017813684,6.318272756,-0.978446348,0.328565016,0.99995045,-5.231126814
DCAF17,5117,-0.110832893,7.544250749,-0.978387232,0.328594199,0.99995045,-5.231177667
LOC283788,8333,0.065052592,10.43575654,0.978139041,0.328716735,0.99995045,-5.231391129
MFSD4B,12941,-0.037345467,7.180946301,-0.977972012,0.328799217,0.99995045,-5.231534755
HAUS1,1481,-0.265551555,10.98985421,-0.977832282,0.328868228,0.99995045,-5.231654889
CCDC18,15610,-0.041827332,14.54607454,-0.977797894,0.328885213,0.99995045,-5.231684451
HHLA3,21544,-0.035682738,7.127149406,-0.977769432,0.328899272,0.99995045,-5.231708919
ADAT2,11845,0.09881133,6.641267625,0.977734071,0.328916739,0.99995045,-5.231739316
SRBD1,6108,-0.034966874,7.113917702,-0.97768452,0.328941216,0.99995045,-5.231781909
BACE2,12339,0.019972798,6.635636165,0.977662815,0.328951939,0.99995045,-5.231800566
PLA2G4D,4311,-0.098064545,9.510490292,-0.977473633,0.329045405,0.99995045,-5.231963162
HYAL2,24793,0.08886505,9.024539383,0.977436195,0.329063903,0.99995045,-5.231995334
SLC1A1,2910,-0.096571884,6.836329478,-0.977330738,0.329116014,0.99995045,-5.232085954
CHRM1,14485,0.017567372,6.381165225,0.977182427,0.32918931,0.99995045,-5.232213381
HNRNPA1P51,1233,0.068974666,7.353208633,0.977157769,0.329201497,0.99995045,-5.232234566
NONOP1,15434,0.017232559,6.539420608,0.97715665,0.32920205,0.99995045,-5.232235527
MFSD12,12880,0.063517913,7.575081919,0.977070793,0.329244487,0.99995045,-5.232309284
NKX2-8,875,0.090388044,8.933297775,0.977058745,0.329250442,0.99995045,-5.232319634
WHAMMP3,8686,0.020715018,6.446243289,0.976938231,0.329310015,0.99995045,-5.232423151
PSD3,23794,-0.106237762,9.227781438,-0.976856654,0.329350345,0.99995045,-5.232493216
EIF1AX,10393,-0.205639006,7.48773714,-0.97682945,0.329363795,0.99995045,-5.232516579
LINC00597,6127,0.104518724,9.569856759,0.976808475,0.329374165,0.99995045,-5.232534593
MTERF1,9555,0.018308699,6.513240469,0.976803949,0.329376403,0.99995045,-5.23253848
KIAA0825,22456,-0.079851526,11.79047425,-0.976735942,0.329410028,0.99995045,-5.232596882
NUDT16,4923,-0.066574142,7.004858679,-0.976672382,0.329441457,0.99995045,-5.232651462
STPG3,22090,0.019898912,6.439710778,0.976587038,0.32948366,0.99995045,-5.232724742
GRIK1,8644,-0.095804003,6.36054968,-0.976504582,0.329524438,0.99995045,-5.232795536
HCST,25014,0.112551943,9.058821167,0.976490847,0.329531231,0.99995045,-5.232807328
ARHGAP35,25688,0.030571527,6.540045851,0.976327792,0.32961188,0.99995045,-5.232947303
MS4A6A,23192,-0.074224371,9.69136005,-0.976139914,0.329704823,0.99995045,-5.233108558
PLCG1,23929,0.032815108,6.7843511,0.976129653,0.329709899,0.99995045,-5.233117365
