probe.id,logFC (Control/Disease),AveExpr,t,P.Value,adj.P.Val,B,gene_symbol
1602_at,1.130434926,6.123193497,6.662010208,1.28059E-09,4.12642E-09,11.45444936,DACH1
55325_at,1.129945219,7.986796843,8.214887418,5.92731E-13,3.98998E-12,18.99157518,UFSP2
730102_at,1.129886265,6.063790101,5.94040237,3.74222E-08,9.41485E-08,8.158626337,CRYZL2P
6558_at,1.129867683,7.32068852,7.455952997,2.67122E-11,1.21136E-10,15.24834836,SLC12A2
6102_at,1.129409378,5.933344859,9.597296169,4.94563E-16,8.88651E-15,25.9744801,RP2
51002_at,1.129152487,8.488505433,7.187672966,1.00295E-10,4.01885E-10,13.94997704,TPRKB
6596_at,1.129132818,8.061957313,7.492196391,2.23168E-11,1.03145E-10,15.42487536,HLTF
122769_at,1.128931596,7.290060558,9.093413324,6.64422E-15,8.13024E-14,23.41392173,LRR1
126364_at,-1.128784963,5.94976579,-9.999199684,6.19812E-17,1.52867E-15,28.02232098,LRRC25
79805_at,1.128563276,4.63194008,7.868816722,3.40091E-12,1.88588E-11,17.27333232,VASH2
5820_at,-1.128445328,7.152362573,-11.26157525,9.20127E-20,7.24918E-18,34.44595487,PVT1
8000_at,-1.128436545,5.242167015,-8.57918826,9.28069E-14,7.97423E-13,20.81664185,PSCA
256364_at,-1.128236543,8.065258098,-10.89045781,6.21234E-19,3.32255E-17,32.56219389,EML3
5935_at,1.127215748,8.076355744,9.112847802,6.01199E-15,7.44556E-14,23.51245294,RBM3
5916_at,-1.127182291,7.524717182,-12.09076147,1.32592E-21,2.4691E-19,38.62737942,RARG
8453_at,1.127030971,6.558826849,12.24790518,5.96839E-22,1.34348E-19,39.4144251,CUL2
59353_at,1.126818263,7.653137998,5.973287797,3.22018E-08,8.16768E-08,8.305011139,TMEM35A
585_at,1.126546053,6.93926837,11.20338124,1.24087E-19,9.07788E-18,34.15097529,BBS4
760_at,1.126491327,6.132693933,6.835131026,5.57534E-10,1.91593E-09,12.2685549,CA2
216_at,1.126361036,9.422879184,4.59160101,1.22649E-05,2.20555E-05,2.551785622,ALDH1A1
29924_at,-1.125744573,7.400317183,-11.75233477,7.44296E-21,9.96481E-19,36.92613707,EPN1
10190_at,1.125556268,8.891308717,9.776604379,1.95853E-16,4.0483E-15,26.88778286,TXNDC9
390_at,1.1250327,9.587207936,5.65866603,1.33453E-07,3.09271E-07,6.921304273,RND3
125950_at,-1.124616093,8.47111599,-9.463179911,9.88344E-16,1.60626E-14,25.29193108,RAVER1
120534_at,1.123860102,7.684217458,11.95716859,2.61731E-21,4.35877E-19,37.95680208,ARL14EP
645687_at,-1.123810163,6.713532577,-9.295157674,2.35101E-15,3.35032E-14,24.43775962,LINC00520
27247_at,1.123659936,8.626592552,8.656842156,6.24033E-14,5.64607E-13,21.20746532,NFU1
1734_at,1.123447615,7.693341605,6.068949592,2.07574E-08,5.41926E-08,8.733057206,DIO2
9833_at,1.12341058,7.600965819,5.041178713,1.94277E-06,3.85021E-06,4.325979556,MELK
51514_at,1.123408136,6.604835947,5.779736518,7.75457E-08,1.85935E-07,7.449253398,DTL
2039_at,-1.123215367,8.496722745,-9.840822237,1.4054E-16,3.05282E-15,27.21503,DMTN
60496_at,1.122784862,8.234820221,8.056507651,1.32111E-12,8.03494E-12,18.20312599,AASDHPPT
4319_at,1.122741931,5.594835224,2.237447149,0.027371069,0.034318968,-4.619604995,MMP10
5917_at,1.122600805,9.923254972,6.437367036,3.72309E-09,1.10607E-08,10.41068509,RARS1
10326_at,-1.122177413,4.758456243,-10.71328415,1.54896E-18,6.76521E-17,31.66100581,SIRPB1
154141_at,1.122157072,8.520575443,7.113331502,1.44336E-10,5.58901E-10,13.59294869,MBOAT1
10455_at,1.121930393,9.061322858,4.895357526,3.56936E-06,6.84467E-06,3.739076848,ECI2
284217_at,1.121806221,5.449821505,5.214004526,9.33072E-07,1.91994E-06,5.034992022,LAMA1
9123_at,-1.121564477,8.605150147,-3.978794695,0.000127712,0.000204971,0.315745497,SLC16A3
55033_at,1.121381424,6.521708684,12.31718591,4.20038E-22,1.06223E-19,39.76078912,FKBP14
9133_at,1.120598222,8.110898546,4.280377383,4.13675E-05,7.00482E-05,1.388190164,CCNB2
1069_at,1.120283256,10.16276388,7.548820957,1.6844E-11,8.01655E-11,15.7011744,CETN2
10592_at,1.119306301,6.98778748,7.843540812,3.86129E-12,2.11596E-11,17.14852749,SMC2
146433_at,-1.118800606,7.358933935,-10.94080431,4.79281E-19,2.75002E-17,32.81808364,IL34
4495_at,-1.118769563,10.9400689,-2.34492534,0.020912541,0.026552562,-4.384616501,MT1G
124925_at,-1.118431558,6.073948421,-12.98819957,1.42551E-23,6.95243E-21,43.0955637,SEZ6
90011_at,-1.118290126,5.652127393,-9.156237409,4.80877E-15,6.16027E-14,23.73251378,KIR3DX1
57703_at,1.117623319,6.87728468,8.112941452,9.93268E-13,6.26034E-12,18.48368113,CWC22
8540_at,1.116739476,7.066133104,9.052179815,8.2139E-15,9.8107E-14,23.20494674,AGPS
2631_at,1.116080008,9.546644926,7.001921763,2.48502E-10,9.12898E-10,13.06030032,NIPSNAP2
7368_at,1.116060492,6.757817974,6.236611001,9.54572E-09,2.64916E-08,9.490971796,UGT8
51250_at,1.116059657,7.556197174,10.16647221,2.61049E-17,7.2457E-16,28.87509771,MTRES1
282809_at,1.11603033,8.859394163,5.331658392,5.62162E-07,1.1933E-06,5.525647594,POC1B
29980_at,1.115739948,7.165664697,6.972978365,2.86043E-10,1.03796E-09,12.92240938,DONSON
7336_at,1.115439308,5.976925695,11.08704058,2.2573E-19,1.48201E-17,33.56077577,UBE2V2
92482_at,1.114046518,8.180192518,9.287532706,2.44524E-15,3.45675E-14,24.39902563,BBIP1
23616_at,-1.113813386,7.263897782,-11.34934597,5.86269E-20,4.98304E-18,34.89053225,SH3BP1
84189_at,1.113654519,5.824725255,4.963024779,2.69487E-06,5.24681E-06,4.010104999,SLITRK6
112942_at,1.11328096,7.937049669,7.261389973,6.98256E-11,2.89771E-10,14.3052236,CFAP36
101928991_at,-1.112860509,6.694626346,-11.85432225,4.42177E-21,6.51623E-19,37.43967353,CCDC92B
58506_at,-1.112591596,6.289590379,-11.66371594,1.17082E-20,1.42757E-18,36.47935311,SCAF1
92747_at,-1.111697438,6.125710109,-2.60823411,0.010428063,0.013684077,-3.76740407,BPIFB1
26049_at,1.111544099,7.020169654,4.758675464,6.25524E-06,1.16273E-05,3.198778392,FAM169A
11244_at,1.111486744,7.518143211,9.099475057,6.44021E-15,7.89003E-14,23.44465182,ZHX1
55812_at,1.110823704,6.69862568,10.93111804,5.03805E-19,2.84296E-17,32.76885978,SPATA7
200765_at,1.110676334,5.826273195,9.075314335,7.29252E-15,8.84429E-14,23.32218167,TIGD1
54962_at,1.110014721,6.070544918,7.333261331,4.9004E-11,2.09999E-10,14.65270306,TIPIN
374907_at,-1.110001593,6.10746132,-9.628003146,4.22035E-16,7.74638E-15,26.13083103,B3GNT8
287_at,1.109917048,5.883547029,5.237160952,8.44904E-07,1.75066E-06,5.131060618,ANK2
54816_at,1.109869656,6.313436725,8.56396856,1.00308E-13,8.48005E-13,20.74011026,ZNF280D
57001_at,1.108922506,6.946716392,8.833957403,2.51917E-14,2.57241E-13,22.10086705,SDHAF3
8175_at,-1.107987435,8.567927598,-6.470579151,3.18245E-09,9.56696E-09,10.5640561,SF3A2
9166_at,1.107825023,8.035727452,10.22157929,1.96342E-17,5.72424E-16,29.1560329,EBAG9
55288_at,1.107752232,8.283846148,9.036945751,8.88317E-15,1.04938E-13,23.12776588,RHOT1
10766_at,-1.107153407,8.085570032,-6.527631603,2.42879E-09,7.44893E-09,10.82829741,TOB2
57559_at,1.106324562,7.016280274,6.178772709,1.24919E-08,3.38919E-08,9.228432557,STAMBPL1
5257_at,1.106290146,7.463521343,7.66679884,9.35615E-12,4.71931E-11,16.27874839,PHKB
130507_at,1.106225741,7.627604834,7.455808767,2.67313E-11,1.21196E-10,15.24764638,UBR3
8649_at,1.105813616,7.957528643,8.588089747,8.86814E-14,7.65508E-13,20.86141303,LAMTOR3
1579_at,-1.105717176,5.571539577,-10.34580711,1.03318E-17,3.30683E-16,29.78926609,CYP4A11
11168_at,1.105662027,8.237867739,6.628043989,1.50617E-09,4.79758E-09,11.2956905,PSIP1
51701_at,1.105637725,6.376113024,9.502165117,8.08215E-16,1.35589E-14,25.49027561,NLK
23376_at,1.10531443,7.476916466,7.481662178,2.35145E-11,1.08035E-10,15.37354122,UFL1
8078_at,-1.105276595,7.682438725,-12.6320252,8.55285E-23,2.91994E-20,41.3297153,USP5
283554_at,1.10496561,4.496000316,6.37285999,5.04498E-09,1.46334E-08,10.11376742,GPR137C
55907_at,1.104742379,6.478700356,6.777508268,7.35936E-10,2.47292E-09,11.99668493,CMAS
5045_at,-1.104626478,8.418783214,-11.89440971,3.60403E-21,5.42831E-19,37.64132921,FURIN
3015_at,1.104197496,11.55590761,7.503025756,2.11487E-11,9.81889E-11,15.47767004,H2AZ1
55314_at,1.103827701,6.061733087,5.293611238,6.62677E-07,1.39152E-06,5.366288314,TMEM144
3727_at,-1.103632276,7.728877642,-9.158476982,4.75364E-15,6.09728E-14,23.74387521,JUND
23456_at,1.103596802,7.365675375,7.194437524,9.70214E-11,3.89683E-10,13.98252597,ABCB10
10788_at,1.102852878,7.165350702,7.53895079,1.76914E-11,8.37701E-11,15.65296945,IQGAP2
221303_at,1.101738254,8.215726169,5.836865532,5.99098E-08,1.46104E-07,7.700367737,FAM162B
9039_at,1.101326154,9.049502249,7.727820449,6.89655E-12,3.57281E-11,16.57845396,UBA3
403313_at,1.10099964,6.970891852,8.542218152,1.12089E-13,9.31831E-13,20.63077883,PLPP6
1349_at,1.10098753,6.45724757,10.76940659,1.15959E-18,5.42306E-17,31.94657909,COX7B
4291_at,1.100749121,6.684103136,10.78752573,1.05613E-18,5.05464E-17,32.03875598,MLF1
84938_at,1.100504659,6.960566221,9.981705083,6.78479E-17,1.64473E-15,27.93313587,ATG4C
643037_at,1.100480453,4.812216627,6.987716309,2.66274E-10,9.72604E-10,12.99259772,C11orf97
