Gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,
RERE,24658,-0.227296988,8.300875093,-3.824848512,0.000156254,0.997655044,0.731915349
LOC105374121,14960,0.042494466,6.637752818,3.557574708,0.000428695,0.997655044,-0.164102852
CIDEA,17761,0.046028669,6.516474673,3.530684007,0.000472955,0.997655044,-0.250946768
SLC17A3,15734,-0.132355481,6.738404457,-3.526629381,0.000479989,0.997655044,-0.263988455
ATP6V1C2,13031,-0.130417865,6.727609246,-3.526528459,0.000480165,0.997655044,-0.264312893
ZNF768,905,0.061711804,6.871299653,3.521819582,0.00048846,0.997655044,-0.279441201
F3,15910,0.322633135,7.96672021,3.51884604,0.000493766,0.997655044,-0.28898474
HTR5BP,9031,-0.055861398,6.493001744,-3.505593601,0.000518081,0.997655044,-0.331427646
LINC00999,19031,-0.051309128,6.488889418,-3.50334689,0.000522313,0.997655044,-0.338608394
GAK,22314,-0.045096686,6.440983652,-3.43287686,0.000672683,0.997655044,-0.561674581
COMMD4,7951,-0.044280797,6.461828357,-3.364828737,0.000855457,0.997655044,-0.773081409
LIN52,6650,0.046398521,6.781946228,3.345742543,0.000914479,0.997655044,-0.831670058
LOC102724135,8191,0.05238301,6.886081243,3.30541136,0.001051875,0.997655044,-0.954452809
PCOTH,27440,-0.045800534,6.571552936,-3.296820152,0.001083519,0.997655044,-0.980428164
FXN,15920,-0.053411722,6.597501717,-3.294730031,0.001091351,0.997655044,-0.986738067
CD164,12884,-0.102593997,7.410858147,-3.294297724,0.001092977,0.997655044,-0.988042699
MOB3A,4499,0.043879222,6.565094381,3.25950436,0.001231502,0.997655044,-1.092519262
OR1J2,23095,-0.037565242,6.466438731,-3.253433366,0.001257281,0.997655044,-1.110642876
GNG5,12245,-0.035938675,6.387060096,-3.242681701,0.001304167,0.997655044,-1.142662092
EXTL3,14821,0.043153382,6.70436419,3.223250339,0.001393038,0.997655044,-1.200278535
CNPY3,7261,0.035169369,6.68320153,3.209083853,0.001461331,0.997655044,-1.242079649
FAM174C,4976,-0.065082478,6.346835555,-3.200850179,0.001502434,0.997655044,-1.266295557
LOC154449,15824,0.107155198,6.743110292,3.188448681,0.001566367,0.997655044,-1.302659352
GAS2L2,12816,0.040264678,6.554196376,3.18522691,0.001583383,0.997655044,-1.312084611
GATD3A,19263,0.113416215,7.344879807,3.183845331,0.001590732,0.997655044,-1.31612367
URGCP,15755,-0.037516718,6.405615323,-3.172810248,0.001650573,0.997655044,-1.348325867
NF1P1,19619,-0.036921575,6.382084827,-3.171891254,0.001655649,0.997655044,-1.351002915
DNAH14,4429,-0.041945586,6.532129802,-3.161088281,0.001716414,0.997655044,-1.382417638
OR8H1,23343,0.03730857,6.315960331,3.155943026,0.001746073,0.997655044,-1.39734453
ANAPC11,17972,-0.155158258,7.628975255,-3.15166234,0.001771108,0.997655044,-1.409745831
METRNL,21521,-0.107953895,7.429588125,-3.129480953,0.001906228,0.997655044,-1.473752942
ARHGAP24,3763,-0.060982382,6.729076522,-3.128385558,0.001913141,0.997655044,-1.476902835
P2RX1,21772,-0.058728385,6.675083656,-3.12774572,0.00191719,0.997655044,-1.478742262
MTPN,25432,-0.055766045,6.525484537,-3.116403004,0.001990286,0.997655044,-1.51129193
LRR1,13540,0.069535767,7.018074317,3.094472777,0.002138949,0.997655044,-1.573908761
UBLCP1,25866,-0.033358739,6.44245496,-3.089189888,0.002176258,0.997655044,-1.588930687
TAF5L,27460,-0.054535755,6.406304996,-3.088795994,0.002179064,0.997655044,-1.590049761
ADAMTSL4,10607,-0.063003338,6.754285139,-3.086875793,0.002192789,0.997655044,-1.595503223
ZPBP2,16092,0.049814095,6.774928029,3.080374636,0.00223985,0.997655044,-1.613943127
DES,5065,-0.034747302,6.416804509,-3.080355565,0.00223999,0.997655044,-1.613997164
HERC2P9,69,0.048858297,6.751500398,3.079799218,0.00224406,0.997655044,-1.61557348
KIF22,22055,0.129570728,10.30693605,3.069262919,0.002322445,0.997655044,-1.645375691
HIPK2,6986,-0.043713618,6.440198683,-3.047519667,0.002492225,0.997655044,-1.706572927
SHMT2,15048,-0.051447066,6.850461143,-3.040438211,0.002549935,0.997655044,-1.726415441
MRPS5,26535,-0.169273806,7.664708766,-3.018006688,0.002740942,0.997655044,-1.788982052
SPN,8824,0.24066295,8.009415975,3.011174184,0.002801679,0.997655044,-1.807952599
OAS3,7064,0.068361356,6.963922209,3.010467918,0.002808027,0.997655044,-1.809911242
CHRNA6,2702,0.04594192,6.719760478,2.996813047,0.002933385,0.997655044,-1.847694179
TRPC4,25072,0.039012446,6.50207987,2.99645198,0.002936768,0.997655044,-1.848691045
TBC1D22A,7950,0.201862805,8.893448329,2.995616322,0.002944612,0.997655044,-1.850997776
RPL35P1,18911,0.039791813,6.71636884,2.969574497,0.003198897,0.997655044,-1.922578331
ST6GALNAC4,2561,0.287863559,7.352068961,2.966124034,0.003234057,0.997655044,-1.932018215
TM2D1,26792,0.323335888,7.506109188,2.965086242,0.003244701,0.997655044,-1.934855411
LRRC23,26684,-0.036097952,6.22041397,-2.964375945,0.003252004,0.997655044,-1.936796731
RASD2,12655,0.035748476,6.57448105,2.961987373,0.003276675,0.997655044,-1.943321743
PTTG1,15529,0.046353128,6.608645594,2.959944563,0.003297911,0.997655044,-1.948898269
UBE2DNL,7756,0.038433058,6.66688728,2.953246515,0.003368424,0.997655044,-1.967157283
ITGA10,3306,0.039788421,6.675538547,2.95295052,0.003371572,0.997655044,-1.967963269
ETFRF1,23879,-0.15351302,7.773585786,-2.948196459,0.003422498,0.997655044,-1.980897961
PLPPR1,25888,0.034050526,6.555982798,2.942294781,0.003486695,0.997655044,-1.99692762
MARS2,11719,-0.048633026,6.738524931,-2.918793768,0.003753401,0.997655044,-2.060457509
UTY,18582,-0.048206474,6.772361497,-2.918061683,0.003762001,0.997655044,-2.062428793
MAGEC1,1170,-0.04695881,6.746724834,-2.916837247,0.003776425,0.997655044,-2.065724785
EAPP,13552,-0.046233028,6.733953336,-2.916093005,0.003785216,0.997655044,-2.067727526
PDIA6,12042,-0.046038604,6.708984049,-2.916071775,0.003785467,0.997655044,-2.067784649
NFATC3,21963,-0.045911545,6.747568645,-2.915595509,0.003791104,0.997655044,-2.069066011
CYP2B6,5196,-0.044683832,6.698651396,-2.914531697,0.003803721,0.997655044,-2.071927408
FGFBP2,2283,-0.044160601,6.69454473,-2.913920403,0.003810988,0.997655044,-2.073571194
HBS1L,1565,-0.044254852,6.713608542,-2.913864838,0.003811649,0.997655044,-2.073720593
LRRC23,27910,-0.119843607,7.513029676,-2.909687785,0.003861656,0.997655044,-2.084943852
RBMY1E,19788,0.049039903,6.82490505,2.90650501,0.003900161,0.997655044,-2.093485359
SDK1,17993,-0.039926383,6.660061607,-2.898915483,0.003993395,0.997655044,-2.113817366
PNCK,22657,0.139307847,7.819319467,2.895670557,0.004033875,0.997655044,-2.122495003
NRDE2,14424,-0.032645992,6.514385322,-2.876886495,0.004275642,0.997655044,-2.172546559
SLC9B1P1,15456,0.133706879,6.812254605,2.875672615,0.004291711,0.997655044,-2.175770406
CRACR2B,2251,0.077109746,7.01802449,2.875580675,0.00429293,0.997655044,-2.176014529
REEP3,17525,-0.087247867,6.830082985,-2.874541622,0.004306732,0.997655044,-2.178772957
ZNF365,19492,-0.086316052,6.841371079,-2.874416072,0.004308403,0.997655044,-2.179106197
BTBD3,14308,0.13928889,6.838630845,2.86903081,0.00438061,0.997655044,-2.193386989
RBM17,27913,-0.032951145,6.455839148,-2.856069134,0.004558945,0.997655044,-2.227654915
LINC01140,24455,-0.224841056,7.980699873,-2.854850463,0.004576047,0.997655044,-2.230869247
TRNAU1AP,19482,0.098978252,8.126016304,2.849711136,0.004648815,0.997655044,-2.244410262
IL21R,16989,-0.149761485,8.566484916,-2.84846512,0.004666615,0.997655044,-2.247689757
SYNE2,5146,0.286174407,7.661085171,2.848338786,0.004668423,0.997655044,-2.24802219
RASSF4,14144,0.032452193,6.657338129,2.844760323,0.004719907,0.997655044,-2.257432672
GPR173,2863,0.035280903,6.624057933,2.844101907,0.004729436,0.997655044,-2.259162923
OR8H2,22492,0.035735577,6.344221366,2.838671251,0.004808699,0.997655044,-2.273419617
SLC4A1,16393,-0.102359957,6.877900431,-2.832808711,0.00489562,0.997655044,-2.288781048
ANTXR2,3195,-0.050570492,6.884281368,-2.826886367,0.004984875,0.997655044,-2.304268541
MIEN1,21879,-0.05047502,6.896966037,-2.826782203,0.004986458,0.997655044,-2.304540663
TBXT,28089,-0.064661662,6.694345936,-2.821283303,0.005070676,0.997655044,-2.318892725
CENPV,1012,-0.035120814,6.355374815,-2.816971621,0.005137613,0.997655044,-2.330127579
TMEM59,25031,-0.048329084,6.301814476,-2.811882168,0.005217655,0.997655044,-2.343368031
RHOXF2,24653,0.231264803,6.847224044,2.811402451,0.005225258,0.997655044,-2.344614863
TXNDC11,14211,0.036885786,6.611175024,2.80926146,0.005259311,0.997655044,-2.350177047
DOCK2,5404,-0.197668941,9.067731413,-2.803917658,0.005345188,0.997655044,-2.364042381
LRRC2,20458,0.034249486,6.64845096,2.800128432,0.00540685,0.997655044,-2.373858907
LINC00607,25872,-0.127079749,7.175755731,-2.799080837,0.005424011,0.997655044,-2.376570624
PDXDC2P,23285,-0.134865731,6.865452562,-2.796471989,0.005466963,0.997655044,-2.383319468
SRF,14560,0.076989332,6.819436876,2.793797696,0.005511312,0.997655044,-2.3902314
LOC105369958,16771,0.047572643,6.849960013,2.792313777,0.005536061,0.997655044,-2.394063996
SLITRK3,5240,-0.032035756,6.292623557,-2.787335288,0.00561983,0.997655044,-2.406908047
PSEN2,18562,0.050346254,7.016946481,2.787161131,0.005622781,0.997655044,-2.407356962
KRT8P47,6683,-0.031910848,6.295696281,-2.787073092,0.005624273,0.997655044,-2.407583885
LLPHP3,16805,-0.129526003,7.735182716,-2.786633887,0.005631724,0.997655044,-2.408715844
ATG10,26207,-0.122802833,7.616298115,-2.780364692,0.005739049,0.997655044,-2.424854899
TPT1,190,-0.102626996,6.613182967,-2.777822245,0.0057831,0.997655044,-2.431390165
OGDH,2735,-0.103883175,6.639566064,-2.777719002,0.005784895,0.997655044,-2.431655424
OTUD1,11464,0.045250788,6.886947642,2.77722484,0.005793495,0.997655044,-2.432924946
NDUFAF3,24361,0.033349588,6.366606402,2.776383661,0.005808161,0.997655044,-2.435085469
GABARAPL2,136,0.041227616,6.702021735,2.77442892,0.005842371,0.997655044,-2.44010371
ADAMTS6,1932,-0.037931082,6.455261219,-2.774309364,0.005844469,0.997655044,-2.440410528
CREB3L2,4539,-0.032133733,6.414954312,-2.77322559,0.005863521,0.997655044,-2.443191245
PANX3,9655,0.038050442,6.681248404,2.771204756,0.005899196,0.997655044,-2.448373482
LINC00472,4350,-0.148461106,7.318764222,-2.768665947,0.005944293,0.997655044,-2.454878917
CD52,18402,-0.154155257,7.561395224,-2.768379424,0.005949402,0.997655044,-2.455612747
ASB16-AS1,2373,0.085741685,7.813430454,2.762958279,0.006046821,0.997655044,-2.469483492
H2AC16,19056,0.032022165,6.464213259,2.759745534,0.006105234,0.997655044,-2.477691519
SLC6A17,17136,0.031750542,6.466598346,2.759308882,0.006113212,0.997655044,-2.478806391
ARPC5,13821,-0.031704528,6.439379024,-2.758500066,0.006128016,0.997655044,-2.480871036
GABRA2,8608,-0.069719405,6.553558626,-2.750953219,0.006267711,0.997655044,-2.500107892
AFAP1L1,10365,-0.046317647,6.474351096,-2.749510108,0.00629475,0.997655044,-2.50378065
OPN5,21849,0.041715946,6.477652336,2.748724966,0.006309504,0.997655044,-2.505778089
CASC15,10738,0.05447951,7.105755797,2.746132402,0.006358448,0.997655044,-2.512369831
F11,9588,-0.046170332,6.463555693,-2.743673741,0.00640518,0.997655044,-2.518615639
DHX35,20797,-0.21958372,9.009655592,-2.741496032,0.006446831,0.997655044,-2.524143282
SUV39H1,17957,0.03143141,6.371576402,2.740981681,0.006456704,0.997655044,-2.525448242
REPS2,26979,-0.043666893,6.461594861,-2.734831174,0.006575829,0.997655044,-2.541034585
SLC7A1,26725,0.060742219,7.035793116,2.734145092,0.006589239,0.997655044,-2.542771155
PRDM4,10566,0.03410837,6.839382037,2.731641942,0.006638377,0.997655044,-2.549103451
TMTC3,4315,0.033744995,6.376421964,2.729987173,0.006671042,0.997655044,-2.553286535
SEPTIN11,14601,-0.031635915,6.377569426,-2.72918679,0.006686894,0.997655044,-2.555308955
HAUS3,3898,-0.075529214,6.987798898,-2.726635536,0.006737649,0.997655044,-2.56175172
NR2C2,18694,-0.074478082,6.964204331,-2.726565191,0.006739053,0.997655044,-2.561929284
NOXO1,7679,-0.073984186,6.945015336,-2.726558816,0.00673918,0.997655044,-2.561945375
DPY19L2P2,1515,-0.067519279,6.572169734,-2.716637325,0.006939924,0.997655044,-2.586945133
MKI67,20674,0.03514021,6.541355219,2.713924486,0.006995745,0.997655044,-2.593765693
CASP8,9382,-0.142936617,8.53979728,-2.709325298,0.007091306,0.997655044,-2.605314013
FLJ16779,15739,0.085514528,7.246728521,2.708230732,0.007114221,0.997655044,-2.608059659
CCDC179,25074,0.034366385,6.725783376,2.707411275,0.007131421,0.997655044,-2.610114518
RNF144A,4798,0.050800353,6.933681767,2.699317792,0.00730332,0.997655044,-2.630377738
BHMT2,23802,-0.049232127,6.636094295,-2.692903843,0.00744219,0.997655044,-2.646394864
CHST6,16024,-0.031848347,6.420505553,-2.686459928,0.0075841,0.997655044,-2.662450176
GRASP,15908,0.1155286,10.70203741,2.686270677,0.007588304,0.997655044,-2.662921148
UVSSA,19730,-0.042419048,6.637988454,-2.683505084,0.007649984,0.997655044,-2.669800023
BRF2,6261,-0.041942397,6.627190945,-2.683135898,0.007658252,0.997655044,-2.670717788
LOC107986637,26052,-0.109199351,6.926950846,-2.677292579,0.007790187,0.997655044,-2.685227735
MASTL,8567,0.046928499,6.89737029,2.675918216,0.007821514,0.997655044,-2.68863612
PRR30,24194,0.029144461,6.550507782,2.673541008,0.007875967,0.997655044,-2.694527588
CLDN3,21499,-0.098310827,6.818265257,-2.67339113,0.007879412,0.997655044,-2.694898864
SPRTN,12213,-0.106925234,6.889967021,-2.671864654,0.007914572,0.997655044,-2.69867911
LYZL4,2190,-0.123487608,7.167204938,-2.667889657,0.008006792,0.997655044,-2.708513321
ZNF700,17718,-0.13079382,7.688262791,-2.658627134,0.008225444,0.997655044,-2.731374664
SLC29A2,15723,0.02861116,6.576529688,2.658465678,0.008229303,0.997655044,-2.731772488
TDRD12,13244,-0.134137898,7.866052339,-2.65822524,0.008235052,0.997655044,-2.73236488
C1orf194,9293,0.080556011,7.138109761,2.658045849,0.008239343,0.997655044,-2.732806829
SIX4,13307,0.082766804,7.12855207,2.657579766,0.008250503,0.997655044,-2.733954947
ZNF613,27289,-0.104855604,10.29045177,-2.656279343,0.008281712,0.997655044,-2.737157301
BSG,27905,0.113919176,10.36862494,2.647236864,0.008501674,0.997655044,-2.759383392
LOC105379332,15412,0.150821649,7.065223865,2.644990544,0.008557124,0.997655044,-2.764893527
HINT3,4111,-0.053568778,6.633197598,-2.640816619,0.00866102,0.997655044,-2.775120122
PDCD10,24967,0.093623612,10.04749345,2.637360045,0.008747915,0.997655044,-2.783577427
TEAD3,25985,0.030630732,6.332540077,2.63136955,0.008900367,0.997655044,-2.798209457
FOXN3-AS1,25189,-0.057910513,6.64713836,-2.631062501,0.008908245,0.997655044,-2.79895858
STAR,9093,-0.145728102,7.118339418,-2.627970544,0.008987924,0.997655044,-2.806497513
REP15,1749,-0.169637718,7.348290219,-2.627872394,0.008990463,0.997655044,-2.806736686
CDH16,3053,0.057610064,7.37089225,2.624445998,0.00907953,0.997655044,-2.815080852
LOC101927531,7309,0.032535114,6.70161024,2.623635308,0.009100718,0.997655044,-2.817053569
LOC100129603,13096,0.031982141,6.673021655,2.622338731,0.009134698,0.997655044,-2.820207421
CLNK,11144,0.031961235,6.681155922,2.620635131,0.009179519,0.997655044,-2.824349063
TMEM65,26828,-0.047880589,6.60535323,-2.61451441,0.009342181,0.997655044,-2.839207971
FOXP4,18574,0.029520348,6.478694558,2.613835086,0.009360393,0.997655044,-2.840855074
MRPS18B,27235,-0.0527673,6.613784441,-2.61122737,0.009430598,0.997655044,-2.847173988
VN1R1,19233,-0.216019351,6.641012455,-2.610333318,0.009454776,0.997655044,-2.849339031
ANKRD16,17856,-0.161791625,6.498720759,-2.604625765,0.009610441,0.997655044,-2.863143742
TEKT5,6006,0.042374313,6.837216546,2.603575395,0.009639337,0.997655044,-2.865681092
METRNL,19280,0.054564958,6.977171434,2.598248374,0.009787086,0.997655044,-2.878534337
FSCN2,27000,0.041095445,6.73939428,2.593863341,0.009910227,0.997655044,-2.889095792
LINC01210,5190,-0.134763271,7.209428636,-2.58904982,0.010046995,0.997655044,-2.90066959
DIPK1B,28080,0.039978648,6.700594056,2.589002077,0.01004836,0.997655044,-2.900784282
ALG14,8253,0.04000119,6.796568246,2.58820995,0.010071031,0.997655044,-2.902686894
FHOD1,6697,-0.095975444,6.915608777,-2.587138399,0.010101771,0.997655044,-2.905259765
CARF,10219,0.032157871,6.49821524,2.584231673,0.010185583,0.997655044,-2.912233883
ADGRG7,27243,-0.044362839,6.591149216,-2.582103744,0.010247333,0.997655044,-2.917334665
MORC2,23015,0.05992036,7.08662212,2.580755119,0.010286641,0.997655044,-2.920565321
GRHL3,2451,-0.176613214,10.13540139,-2.580252385,0.010301329,0.997655044,-2.921769216
SBDS,8540,-0.082435294,6.962996559,-2.579880185,0.010312215,0.997655044,-2.922660376
ANO2,22495,-0.088040214,6.549510857,-2.579777527,0.010315219,0.997655044,-2.92290615
ZNF516-DT,3857,-0.052870898,6.587985226,-2.578652964,0.010348181,0.997655044,-2.925597847
KIF25,3316,-0.189598791,8.742067639,-2.577587184,0.010379507,0.997655044,-2.928147805
ACKR1,4586,-0.119758693,6.519197801,-2.577510083,0.010381777,0.997655044,-2.928332235
ZNF318,12261,-0.121154748,6.545605403,-2.577446427,0.010383651,0.997655044,-2.928484501
RAB25,7564,0.030305177,6.604012261,2.573140084,0.010511136,0.997655044,-2.938776919
FAM83B,17953,0.046826682,6.906382868,2.571992144,0.010545355,0.997655044,-2.941517777
LRRC8C,17788,-0.031094998,6.644005186,-2.571766111,0.010552105,0.997655044,-2.942057324
DPPA4,10811,0.131106232,10.79271632,2.570743078,0.010582702,0.997655044,-2.944498758
GAGE2E,12121,-0.036301073,6.56819266,-2.567712366,0.010673811,0.997655044,-2.951725981
DFFA,6208,0.028380845,6.509879307,2.56590127,0.010728589,0.997655044,-2.956040932
NDUFA3,25439,-0.038513688,6.388061443,-2.565842462,0.010730372,0.997655044,-2.956180994
KLLN,1019,0.143868852,9.126994916,2.565730364,0.010733771,0.997655044,-2.956447965
ZFY,1878,-0.177851142,8.114706594,-2.56377534,0.010793211,0.997655044,-2.96110225
SNAI2,7921,0.034272177,6.825216883,2.563664395,0.010796593,0.997655044,-2.961366273
LAIR2,21895,-0.074693512,6.809934807,-2.563316783,0.010807195,0.997655044,-2.962193435
SERPINA11,1196,-0.071042165,6.756025437,-2.563002804,0.010816779,0.997655044,-2.962940474
EEPD1,11642,-0.070592636,6.743908291,-2.562977318,0.010817557,0.997655044,-2.963001108
ARSH,2030,-0.211264466,8.304110453,-2.562721393,0.010825376,0.997655044,-2.96360995
F11R,920,-0.185677183,8.406354176,-2.562717837,0.010825485,0.997655044,-2.963618408
ZNF589,4291,0.038529726,6.777047163,2.561770965,0.010854455,0.997655044,-2.965870492
MDFIC,5586,-0.032595086,6.524039938,-2.559221175,0.010932814,0.997655044,-2.971931061
LINC02345,11192,0.069574614,6.869270603,2.559110453,0.010936228,0.997655044,-2.972194104
NR4A1,20049,-0.07459171,6.286038649,-2.555910669,0.011035303,0.997655044,-2.979791132
SELENOH,17451,0.129088215,7.134665385,2.555260368,0.011055536,0.997655044,-2.981333981
DCN,11974,0.128146035,7.100133371,2.555177757,0.011058109,0.997655044,-2.98152995
UTRN,13826,0.126681468,7.06368626,2.555080932,0.011061125,0.997655044,-2.981759631
RANBP6,10950,-0.108511023,6.847077304,-2.552986231,0.011126552,0.997655044,-2.986726448
PSMC3IP,12495,-0.048865421,6.740544889,-2.552811085,0.011132039,0.997655044,-2.987141567
COPB2,15730,-0.031598812,6.404551506,-2.551790628,0.011164052,0.997655044,-2.989559632
ENO2,12228,-0.094435987,6.774954167,-2.551314249,0.011179024,0.997655044,-2.990688138
C12orf43,6307,-0.030780004,6.388631239,-2.550292808,0.011211189,0.997655044,-2.993107174
TMEM106B,3998,-0.0313934,6.40174346,-2.550160309,0.011215367,0.997655044,-2.993420898
ZBTB2,6929,0.082187675,8.032065233,2.546948156,0.011317088,0.997655044,-3.001021666
INHBB,1224,0.093622401,7.979328288,2.545425554,0.011365592,0.997655044,-3.004621318
FAM149A,7000,0.093713856,7.97063067,2.545410257,0.01136608,0.997655044,-3.004657473
NFKBIZ,17476,0.087054547,7.811255247,2.545239196,0.011371541,0.997655044,-3.005061754
PM20D2,20235,0.087028647,7.80471991,2.545227708,0.011371908,0.997655044,-3.005088903
GPR182,22108,0.086842628,7.776548428,2.545178016,0.011373495,0.997655044,-3.005206338
SLU7,11029,-0.134228269,8.113622007,-2.544418031,0.011397789,0.997655044,-3.007002113
ZNF672,3367,0.119643663,10.12836513,2.543131343,0.011439026,0.997655044,-3.010041263
BUD13,8516,-0.061686706,6.54123453,-2.542135453,0.011471034,0.997655044,-3.012392539
MAML2,19037,0.276517862,11.44102515,2.53953185,0.011555093,0.997655044,-3.018535411
MYH15,5171,0.169470651,7.223204616,2.53751207,0.01162068,0.997655044,-3.023296667
TAT,14058,-0.052840362,6.817716733,-2.537196474,0.011630959,0.997655044,-3.024040298
NECAB3,9621,0.052880581,7.056315419,2.535707551,0.011679558,0.997655044,-3.02754741
ZFR2,4735,0.052643184,7.021527792,2.53558756,0.011683483,0.997655044,-3.027829958
FOCAD,26358,0.087493393,7.561772758,2.532245436,0.011793265,0.997655044,-3.035694676
TTTY18,8281,-0.136102579,7.719670126,-2.531171078,0.01182875,0.997655044,-3.038220748
SIGMAR1,15778,-0.139588237,7.749775967,-2.530577715,0.011848389,0.997655044,-3.039615445
TEX13D,20745,0.03414135,6.773476408,2.528616181,0.011913518,0.997655044,-3.044223789
DOK7,25472,0.028331787,6.46002638,2.526494171,0.011984335,0.997655044,-3.049205285
NPAP1P7,22304,0.040523739,6.882429532,2.525223401,0.012026923,0.997655044,-3.052186543
PIGR,10035,0.142065362,8.30744602,2.524476435,0.012052019,0.997655044,-3.05393827
KRT76,1058,0.142288212,8.222814249,2.524304259,0.01205781,0.997655044,-3.054341974
PLA2G3,7685,0.038741557,6.839262332,2.524029075,0.012067072,0.997655044,-3.054987146
WNT2,26584,-0.092747026,7.13666227,-2.521176474,0.012163449,0.997655044,-3.061671132
ABHD17A,15144,-0.164284725,9.128811995,-2.520625251,0.012182151,0.997655044,-3.062961876
FAM177B,16710,-0.16365397,9.483696046,-2.519960041,0.012204755,0.997655044,-3.064519172
DDHD2,18106,-0.15950936,8.445705962,-2.519100844,0.012234005,0.997655044,-3.066530019
GSTM1,14724,-0.059186444,6.740845352,-2.516978326,0.012306532,0.997655044,-3.071494691
PDE9A,3914,-0.122984959,11.18027708,-2.516363926,0.012327598,0.997655044,-3.072931052
MTHFSD,15140,0.052238598,6.929602164,2.513996539,0.012409067,0.997655044,-3.078462447
CCZ1B,28236,0.189042941,8.859359308,2.513342408,0.012431662,0.997655044,-3.079989941
CD40LG,27054,-0.173155001,9.492343886,-2.509450243,0.012566864,0.997655044,-3.08907083
LCE1B,2407,0.061538145,6.881116201,2.506605377,0.012666511,0.997655044,-3.095699693
BRD7,10146,-0.068367828,6.844758446,-2.506248137,0.012679074,0.997655044,-3.096531592
PLA2R1,18465,0.046017966,6.873000433,2.506243084,0.012679252,0.997655044,-3.096543357
SPG21,14077,-0.057864299,6.513497024,-2.506161029,0.012682139,0.997655044,-3.096734422
GLIS1,2879,-0.0672365,6.84618536,-2.505801938,0.01269478,0.997655044,-3.09757049
LRATD2,25024,-0.173003019,10.83353116,-2.505124448,0.012718662,0.997655044,-3.099147567
LINC01602,19271,0.039209731,6.80046503,2.502840637,0.012799459,0.997655044,-3.10446086
LOC101928622,9218,-0.159641411,9.578801134,-2.50156923,0.012844637,0.997655044,-3.107416775
POMGNT2,23177,-0.145951039,7.875590906,-2.500793928,0.012872256,0.997655044,-3.109218577
TMED7,6255,0.107462889,8.847883235,2.500745161,0.012873995,0.997655044,-3.109331894
SLC30A2,18527,-0.133680988,10.99906023,-2.499654613,0.012912938,0.997655044,-3.111865374
HMGN2P46,9511,-0.18140226,11.49713205,-2.49898808,0.012936791,0.997655044,-3.113413291
RIC1,4183,0.031546652,6.565852628,2.498718576,0.012946447,0.997655044,-3.114039058
ZNF136,20007,0.030923779,6.538154562,2.49792161,0.012975038,0.997655044,-3.115889173
NRN1L,6753,0.029705072,6.468705115,2.494681046,0.013091872,0.997655044,-3.123406127
DNAJB1,20434,-0.031971064,6.438849117,-2.494668752,0.013092317,0.997655044,-3.123434627
POTEA,17404,-0.054533121,6.7060278,-2.493159312,0.013147058,0.997655044,-3.126932772
PUS1,20408,0.028783221,6.450383568,2.493046011,0.013151175,0.997655044,-3.127195267
MAPKAP1,23695,0.028998,6.515046857,2.492504206,0.013170879,0.997655044,-3.128450354
LINC02647,12036,0.034756213,6.443075784,2.491554247,0.013205489,0.997655044,-3.130650296
CTSB,8625,-0.21727365,10.33872904,-2.490798236,0.013233092,0.997655044,-3.132400512
PTDSS1,17325,0.028999068,6.290455184,2.49069589,0.013236832,0.997655044,-3.13263741
RBL1,7832,-0.050394349,6.639611731,-2.489012521,0.013298492,0.997655044,-3.136532531
DCBLD2,24354,-0.169827636,9.254886628,-2.488088652,0.01333244,0.997655044,-3.138669183
CTH,9774,0.030857391,6.355167877,2.487403836,0.013357654,0.997655044,-3.140252479
BOLA2B,18049,0.028558823,6.324548912,2.482391429,0.013543495,0.997655044,-3.151828413
ARHGAP33,16201,-0.149661832,7.454957713,-2.481916204,0.013561234,0.997655044,-3.152924759
NDN,14090,0.028281784,6.320546423,2.481736986,0.013567928,0.997655044,-3.153338163
CXCL6,9913,0.037092026,6.574951405,2.479569738,0.01364912,0.997655044,-3.158335108
RAD51AP2,23085,0.121240461,8.132478054,2.478894925,0.013674488,0.997655044,-3.159890142
ELAC2,6415,0.030414357,6.365287099,2.478770059,0.013679187,0.997655044,-3.160177837
CYP4Z1,24816,-0.034447796,6.402646099,-2.476590304,0.013761441,0.997655044,-3.165197825
CDCP1,26904,-0.038953178,6.473509439,-2.47387263,0.013864609,0.997655044,-3.171450696
BRICD5,27408,-0.141019612,6.705199755,-2.472741024,0.013907769,0.997655044,-3.174052367
DRD5,10299,0.154411067,7.834317741,2.470341659,0.013999676,0.997655044,-3.179564948
GLIS2,28230,0.067947832,7.695249638,2.469985128,0.014013378,0.997655044,-3.180383645
LOC105371129,19975,-0.086305626,6.758525767,-2.469175638,0.014044534,0.997655044,-3.182242043
ZNF74,20993,0.05774233,7.052646418,2.463464386,0.014266098,0.997655044,-3.195337077
TMEM249,10008,0.05767697,7.057553287,2.463457224,0.014266378,0.997655044,-3.195353478
KCNJ8,25335,0.04338899,6.974943871,2.457975434,0.014481951,0.997655044,-3.207894913
SLC7A3,27657,0.029630305,6.388048441,2.456923519,0.014523647,0.997655044,-3.210298447
GRAPL,17361,-0.084173969,7.391052492,-2.456608224,0.014536165,0.997655044,-3.211018676
AASS,3027,-0.090682201,7.626700595,-2.454787478,0.014608641,0.997655044,-3.215176067
IRAIN,25972,-0.028570253,6.274933447,-2.451792447,0.014728558,0.997655044,-3.222008305
