probe.id,logFC (Control/Disease),AveExpr,t,P.Value,adj.P.Val,B,gene_symbol
51108_at,1.032585719,8.887599699,11.74197752,6.88218E-21,3.44681E-19,36.99259917,METTL9
64754_at,1.03269892,8.165166973,8.285919125,3.92052E-13,1.81569E-12,19.352592,SMYD3
137392_at,1.033258947,8.084415732,10.08118104,3.70738E-17,5.19439E-16,28.4999131,CIBAR1
7411_at,1.033342552,9.851473209,8.989018936,1.06341E-14,7.10699E-14,22.91082361,VBP1
57149_at,1.033382429,8.742087025,10.65003808,1.93551E-18,4.02917E-17,31.41799064,LYRM1
84061_at,1.03356913,9.368612945,8.548107271,1.02662E-13,5.44379E-13,20.67374264,MAGT1
6782_at,1.034443721,7.507327084,8.751942358,3.60586E-14,2.13167E-13,21.70584616,HSPA13
545_at,1.035889606,7.846376828,7.214162309,8.50191E-11,2.55469E-10,14.05818792,ATR
10059_at,1.03589954,8.369040572,7.720865215,6.83926E-12,2.48926E-11,16.53647622,DNM1L
7552_at,1.036323652,5.061570477,9.460739709,9.27355E-16,8.24825E-15,25.31939114,ZNF711
55276_at,1.036487391,7.125480969,10.08295135,3.67346E-17,5.17097E-16,28.50899679,PGM2
10427_at,1.036594009,8.655995414,7.132636468,1.26935E-10,3.71447E-10,13.66448643,SEC24B
9403_at,1.036742555,10.26334949,7.212902602,8.55481E-11,2.56908E-10,14.05209308,SELENOF
84216_at,1.036796828,7.747538517,9.301635621,2.11395E-15,1.70682E-14,24.50569379,TMEM117
55667_at,1.037084053,7.79187861,8.392388928,2.27725E-13,1.1133E-12,19.8881376,DENND4C
340542_at,1.037241227,7.386654987,6.570733503,1.92738E-09,4.70677E-09,10.99625848,BEX5
10979_at,1.037398281,7.873395063,7.14807582,1.17669E-10,3.46164E-10,13.73892833,FERMT2
7764_at,1.037717199,8.721137432,7.472821476,2.36251E-11,7.82308E-11,15.31691235,ZNF217
91947_at,1.038121813,8.213913076,6.440518089,3.57806E-09,8.42061E-09,10.39050664,ARRDC4
4741_at,1.038242304,6.426428439,4.191779528,5.75691E-05,8.65756E-05,1.002650301,NEFM
7155_at,1.038408257,9.750182115,7.598334506,1.26337E-11,4.37662E-11,15.93259343,TOP2B
59353_at,1.038651766,7.653137998,5.927386286,3.89598E-08,8.10946E-08,8.057330593,TMEM35A
5431_at,1.03872555,9.759199573,9.456715026,9.46898E-16,8.40029E-15,25.29879444,POLR2B
10923_at,1.039044069,10.08056403,9.522367672,6.73796E-16,6.25943E-15,25.63485637,SUB1
8195_at,1.039047013,8.198304067,11.76053227,6.25666E-21,3.18718E-19,37.08679695,MKKS
3612_at,1.039145725,8.428245449,7.459032451,2.53024E-11,8.33807E-11,15.24945988,IMPA1
55003_at,1.039280305,7.883097599,9.085526495,6.46187E-15,4.54863E-14,23.40253249,PAK1IP1
11164_at,1.039342795,7.266090243,11.27414236,7.65721E-20,2.63172E-18,34.61084365,NUDT5
26175_at,1.039462025,8.716774254,9.113656953,5.58795E-15,4.01768E-14,23.54597332,TMEM251
1602_at,1.039665998,6.123193497,6.581373588,1.83198E-09,4.4904E-09,11.04598031,DACH1
6729_at,1.039745901,9.222149437,8.792774406,2.92282E-14,1.76091E-13,21.91305591,SRP54
5634_at,1.039842931,9.389100339,6.847548807,5.09546E-10,1.35905E-09,12.3003182,PRPS2
81853_at,1.039855153,9.848431962,10.96781455,3.73061E-19,1.00154E-17,33.04544706,TMEM14B
9870_at,1.040118061,7.826833785,9.254241468,2.70148E-15,2.11533E-14,24.26354088,AREL1
22873_at,1.040191252,6.887265744,7.737615684,6.28769E-12,2.30365E-11,16.61923703,DZIP1
10804_at,1.040206645,6.378926758,3.239610434,0.001599649,0.002122228,-2.130098324,GJB6
4810_at,1.040331992,7.151033653,7.976072641,1.89054E-12,7.64125E-12,17.80246067,NHS
56267_at,1.040444122,8.430091243,7.825408086,4.04367E-12,1.53874E-11,17.05378566,KYAT3
97_at,1.040626471,7.304799021,7.381545632,3.71769E-11,1.18785E-10,14.87112766,ACYP1
84950_at,1.041092014,7.115414899,11.45227971,3.05514E-20,1.20581E-18,35.51916965,PRPF38A
2681_at,1.041166408,8.160442429,4.276266268,4.17525E-05,6.35312E-05,1.309274037,GGTA1
65062_at,1.041170509,6.008318829,13.06477651,8.19763E-24,1.46018E-21,43.64681072,TMEM237
51015_at,1.041338633,9.396851248,6.067643217,2.04573E-08,4.39252E-08,8.685999251,ISOC1
80349_at,1.041559818,9.240693679,9.827422944,1.38434E-16,1.60027E-15,27.19813892,WDR61
2770_at,1.041758813,7.487148458,5.870668313,5.0456E-08,1.03686E-07,7.805176045,GNAI1
54521_at,1.042358045,7.273946779,9.301407093,2.11645E-15,1.70817E-14,24.50452588,WDR44
55125_at,1.042466812,6.961275069,6.639226449,1.38938E-09,3.4585E-09,11.31691016,CEP192
2135_at,1.042569039,8.66237829,7.854204132,3.49768E-12,1.34421E-11,17.19659798,EXTL2
9653_at,1.042618009,6.3802518,11.9027861,3.01571E-21,1.79575E-19,37.80823585,HS2ST1
8467_at,1.042684717,8.305198828,7.638946979,1.03113E-11,3.61736E-11,16.13244773,SMARCA5
63979_at,1.042814587,6.466632387,8.632968226,6.64395E-14,3.69421E-13,21.1029447,FIGNL1
50810_at,1.042976878,6.914406906,13.50870964,8.84582E-25,2.58854E-22,45.84624641,HDGFL3
25896_at,1.043465318,6.345630964,12.37715085,2.67288E-22,2.61967E-20,40.20351308,INTS7
5480_at,1.043511797,9.488503211,9.860742301,1.16447E-16,1.386E-15,27.3690189,PPIC
80145_at,1.043707642,8.80319644,9.818689568,1.44854E-16,1.66136E-15,27.15335263,THOC7
5178_at,1.043829399,7.917246181,6.832281223,5.48622E-10,1.4572E-09,12.22784441,PEG3
55703_at,1.044186904,7.698943673,10.81231941,8.34606E-19,1.98792E-17,32.24946984,POLR3B
4942_at,1.044298809,10.62778728,8.012517484,1.57219E-12,6.4448E-12,17.98408771,OAT
139596_at,1.04525912,6.897410162,10.97695583,3.55822E-19,9.62836E-18,33.09221549,UPRT
23392_at,1.045395385,7.827266764,8.57359943,9.00888E-14,4.83843E-13,20.80259844,ECPAS
51122_at,1.045520097,7.438251983,11.38637465,4.29121E-20,1.61286E-18,35.18330783,COMMD2
79647_at,1.045526927,7.401159035,10.59561803,2.56666E-18,5.13433E-17,31.13901581,AKIRIN1
5420_at,1.045753075,9.810230944,6.663460452,1.23707E-09,3.10351E-09,11.43068746,PODXL
5422_at,1.046135106,7.227174207,8.307529346,3.51156E-13,1.64714E-12,19.46118093,POLA1
51019_at,1.04627375,9.350156311,8.553037217,1.00101E-13,5.31763E-13,20.69865695,WASHC3
100289097_at,1.046306949,7.618567052,6.933446436,3.35879E-10,9.20052E-10,12.70920226,FRG1CP
23002_at,1.046320624,7.923696903,7.447728804,2.67652E-11,8.77494E-11,15.19419358,DAAM1
51397_at,1.046360429,8.042077804,8.633328818,6.63167E-14,3.68838E-13,21.10476999,COMMD10
57515_at,1.046496084,9.229766439,5.681242068,1.18662E-07,2.33606E-07,6.972058234,SERINC1
6383_at,1.047151619,8.868706068,8.438102506,1.8028E-13,9.02237E-13,20.11848664,SDC2
1633_at,1.047450483,6.868120576,8.971807772,1.16214E-14,7.67911E-14,22.82319978,DCK
164832_at,1.047661838,7.317560913,5.991114832,2.90977E-08,6.14534E-08,8.342087411,LONRF2
79675_at,1.047806661,8.487174601,9.128472382,5.17618E-15,3.75722E-14,23.62153902,FASTKD1
80856_at,1.047810223,5.959898232,10.56448211,3.01656E-18,5.90738E-17,30.97937542,LNPK
388650_at,1.048534212,6.912432802,6.498857131,2.71351E-09,6.49659E-09,10.661259,DIPK1A
23259_at,1.050161411,7.889007186,7.45645528,2.56288E-11,8.43748E-11,15.23685721,DDHD2
3033_at,1.050351262,8.836144454,7.716563614,6.9885E-12,2.53861E-11,16.51523074,HADH
25939_at,1.050398156,7.826282926,6.794992891,6.56962E-10,1.72153E-09,12.05110145,SAMHD1
84328_at,1.05063472,7.197742314,13.22979155,3.57758E-24,7.63366E-22,44.46598804,LZIC
8073_at,1.050671738,9.771127461,8.789265703,2.97606E-14,1.78983E-13,21.89524471,PTP4A2
11201_at,1.051421207,6.975889054,7.570877834,1.44911E-11,4.95967E-11,15.79765251,POLI
10363_at,1.051564094,8.081632602,9.066030727,7.14632E-15,4.98417E-14,23.30315078,HMG20A
55578_at,1.051711412,7.863049796,7.363194355,4.07172E-11,1.2931E-10,14.78170763,SUPT20H
28957_at,1.051834847,8.664416305,9.355084149,1.60298E-15,1.33315E-14,24.77891462,MRPS28
3298_at,1.052301996,6.440006316,10.42338014,6.27317E-18,1.11159E-16,30.25570616,HSF2
1478_at,1.052360373,5.60707897,13.39070841,1.59603E-24,4.03617E-22,45.26332938,CSTF2
27032_at,1.05241459,7.179656256,8.643899368,6.28148E-14,3.51269E-13,21.15828297,ATP2C1
54503_at,1.05242117,7.420220629,7.139236331,1.22889E-10,3.60535E-10,13.69630134,ZDHHC13
284611_at,1.053263,7.33334588,8.962178515,1.22131E-14,8.03639E-14,22.77418553,FAM102B
643037_at,1.054262725,4.812216627,7.238470107,7.54223E-11,2.28543E-10,14.17586574,C11orf97
90333_at,1.054408649,6.913130966,8.152532994,7.72894E-13,3.37065E-12,18.6836614,ZNF468
57685_at,1.054741721,7.646714052,6.788380074,6.78273E-10,1.77239E-09,12.01979638,CACHD1
84622_at,1.05504731,4.840642061,11.65894702,1.05446E-20,4.95401E-19,36.57080945,ZNF594
5981_at,1.055145198,8.015029435,10.68473036,1.61686E-18,3.46079E-17,31.59579982,RFC1
55171_at,1.056325968,6.886966813,9.864842307,1.13995E-16,1.36076E-15,27.39004729,TBCCD1
55133_at,1.0563835,7.06271891,10.92768517,4.59192E-19,1.19367E-17,32.84010285,SRBD1
123169_at,1.056406983,7.077717509,6.76105161,7.73838E-10,2.00016E-09,11.89054936,LEO1
5504_at,1.056450783,7.863250187,7.299592211,5.57789E-11,1.73012E-10,14.47234396,PPP1R2
9208_at,1.056523262,7.715703965,8.07124132,1.16762E-12,4.90816E-12,18.27715626,LRRFIP1
284217_at,1.05685137,5.449821505,5.310535345,6.07794E-07,1.10285E-06,5.38464429,LAMA1
10788_at,1.057101629,7.165350702,7.81063064,4.35594E-12,1.64747E-11,16.98055069,IQGAP2
4628_at,1.057228899,9.277815001,8.237916928,5.00648E-13,2.26836E-12,19.11159567,MYH10
10559_at,1.057839797,8.6176685,8.113060383,9.44431E-13,4.04046E-12,18.48616071,SLC35A1
1349_at,1.058093738,6.45724757,11.15790081,1.39581E-19,4.34524E-18,34.01729579,COX7B
55167_at,1.058105253,7.71463526,8.469924727,1.53201E-13,7.7967E-13,20.27897647,MSL2
10479_at,1.058184947,7.304077454,9.677510523,3.01374E-16,3.1305E-15,26.42958631,SLC9A6
114883_at,1.058344868,9.531141026,6.031399098,2.4178E-08,5.14291E-08,8.522857703,OSBPL9
253558_at,1.058398399,8.626601468,7.796843391,4.66886E-12,1.75384E-11,16.91225572,LCLAT1
55032_at,1.058529224,7.645732353,7.165688245,1.07916E-10,3.19029E-10,13.82391523,SLC35A5
51144_at,1.058974564,10.10949919,10.57980421,2.78608E-18,5.51401E-17,31.05793739,HSD17B12
51430_at,1.059037994,8.124174797,8.568387078,9.25283E-14,4.95776E-13,20.77624604,SUCO
114769_at,1.059171414,6.505518396,7.545282055,1.64658E-11,5.58884E-11,15.67198546,CARD16
112268184_at,1.059593034,6.430438731,8.050764322,1.29532E-12,5.38857E-12,18.17490645,KPNB1-DT
9652_at,1.059737327,7.134709398,8.251385263,4.67466E-13,2.13264E-12,19.17918431,TTC37
836_at,1.059881339,7.824033131,13.31337948,2.35406E-24,5.60705E-22,44.87946777,CASP3
29093_at,1.060066921,8.804023641,11.02658361,2.75239E-19,7.78729E-18,33.34606593,MRPL22
8050_at,1.060231409,7.784041272,7.922111514,2.48319E-12,9.80826E-12,17.53390925,PDHX
11339_at,1.060566795,6.56855152,5.595642947,1.73872E-07,3.3524E-07,6.600310363,OIP5
64756_at,1.060740064,8.309218886,12.58975762,9.07342E-23,1.10631E-20,41.27129046,ATPAF1
54962_at,1.061224557,6.070544918,7.57640824,1.40964E-11,4.83589E-11,15.82482134,TIPIN
29078_at,1.061464732,7.182345845,10.65086501,1.92723E-18,4.01898E-17,31.42222928,NDUFAF4
84896_at,1.061894894,7.539422661,10.32504791,1.04511E-17,1.72367E-16,29.75123601,ATAD1
92421_at,1.06218039,7.716645003,6.662418619,1.24326E-09,3.11748E-09,11.42579266,CHMP4C
51110_at,1.062368263,6.767682175,6.289512658,7.28697E-09,1.6488E-08,9.694660702,LACTB2
51474_at,1.062596011,8.038740234,8.071149331,1.16816E-12,4.90945E-12,18.27669679,LIMA1
400713_at,1.063068951,5.979154368,6.746450316,8.30236E-10,2.14107E-09,11.82157777,ZNF880
55726_at,1.063151784,8.297654564,8.193219721,6.28497E-13,2.78239E-12,18.88745828,INTS13
132430_at,1.063393641,7.773759354,5.012158563,2.17043E-06,3.70864E-06,4.152129344,PABPC4L
79663_at,1.063722396,6.656153827,7.684015875,8.22766E-12,2.94539E-11,16.35458378,HSPBAP1
65008_at,1.064414849,8.27693534,9.153136382,4.55675E-15,3.35516E-14,23.74736682,MRPL1
4528_at,1.065111856,8.204329175,8.436289916,1.81959E-13,9.09526E-13,20.10934855,MTIF2
51367_at,1.065732306,8.913383468,9.559777308,5.55007E-16,5.30507E-15,25.82641894,POP5
340277_at,1.06578482,7.126586166,9.251256535,2.74352E-15,2.14445E-14,24.24829375,FAM221A
29080_at,1.065909862,8.07768358,10.43299394,5.96784E-18,1.06208E-16,30.30502176,CCDC59
2956_at,1.065983302,7.458051788,6.771382881,7.36238E-10,1.91409E-09,11.93938608,MSH6
7436_at,1.066209168,7.570935507,5.446282318,3.36324E-07,6.25955E-07,5.959026311,VLDLR
9453_at,1.066235807,7.278328479,11.57754213,1.6028E-20,7.13734E-19,36.15687001,GGPS1
27250_at,1.066330296,8.207408367,7.99401131,1.72655E-12,7.02555E-12,17.89183525,PDCD4
2181_at,1.067175585,8.140861572,5.305631902,6.20837E-07,1.12542E-06,5.364051603,ACSL3
84869_at,1.067676434,8.023304176,10.19881348,2.01278E-17,3.04055E-16,29.10351733,CBR4
55749_at,1.068100491,8.481537468,8.906230572,1.62961E-14,1.04218E-13,22.48953819,CCAR1
116143_at,1.068185291,7.578231157,13.18001933,4.60283E-24,9.72003E-22,44.21709096,DNAAF10
90459_at,1.068280573,6.783598462,11.2118105,1.05648E-19,3.45701E-18,34.29264385,ERI1
27107_at,1.068805618,7.671225923,9.570544417,5.2487E-16,5.0595E-15,25.8815627,ZBTB11
57826_at,1.068822559,7.157057455,8.484568525,1.42141E-13,7.2754E-13,20.35286736,RAP2C
57089_at,1.069620029,6.301301649,12.54277391,1.15165E-22,1.34802E-20,41.03565189,ENTPD7
90843_at,1.070129931,8.2294727,7.878824415,3.08942E-12,1.1981E-11,17.31880756,TCEAL8
54622_at,1.070203495,7.785175721,8.520815297,1.18067E-13,6.17275E-13,20.53586384,ARL15
86_at,1.070460878,8.475121151,8.045705128,1.32895E-12,5.51281E-12,18.14965319,ACTL6A
80345_at,1.070677995,6.429980333,10.05439907,4.26052E-17,5.84154E-16,28.36249319,ZSCAN16
79657_at,1.070691022,5.357380869,11.58302066,1.55825E-20,6.98448E-19,36.18474033,RPAP3
51386_at,1.070963444,12.04777711,8.707670149,4.52726E-14,2.60862E-13,21.48134454,EIF3L
3301_at,1.071970536,9.628507454,7.063028029,1.78527E-10,5.08971E-10,13.32956048,DNAJA1
10051_at,1.072150168,7.436519005,6.528754215,2.35403E-09,5.6843E-09,10.80041426,SMC4
91137_at,1.072670161,8.219312871,9.923678339,8.39908E-17,1.04779E-15,27.69183749,SLC25A46
9768_at,1.072812319,8.594772223,4.49874537,1.7587E-05,2.76691E-05,2.137009628,PCLAF
8930_at,1.073150552,8.028789419,8.346435136,2.87945E-13,1.37392E-12,19.65682213,MBD4
81493_at,1.073559146,5.212315731,10.03672149,4.67011E-17,6.29359E-16,28.27179079,SYNC
3428_at,1.073898057,9.152148498,7.532279503,1.75691E-11,5.94066E-11,15.60819501,IFI16
10247_at,1.074486224,7.353028403,9.506399474,7.31941E-16,6.72034E-15,25.55310361,RIDA
58517_at,1.07702964,8.561321926,7.21427179,8.49733E-11,2.55369E-10,14.05871764,RBM25
55109_at,1.077093016,7.577992492,11.67343724,9.78761E-21,4.67341E-19,36.64444958,AGGF1
79752_at,1.077176337,7.703460581,8.343472227,2.92331E-13,1.39161E-12,19.64191645,ZFAND1
23059_at,1.077625295,7.620865769,11.84634127,4.02795E-21,2.26051E-19,37.52213728,CLUAP1
285381_at,1.078742842,7.542703733,7.393480691,3.50402E-11,1.12414E-10,14.92932101,DPH3
4069_at,1.079416292,7.403471423,6.219950696,1.00886E-08,2.24333E-08,9.376612396,LYZ
8505_at,1.08009044,7.897703241,12.90226238,1.86703E-23,3.08421E-21,42.83363759,PARG
9669_at,1.080221464,7.879650134,8.743993682,3.75628E-14,2.20785E-13,21.66552603,EIF5B
7561_at,1.08039373,6.918389424,11.60696971,1.37759E-20,6.28477E-19,36.30655311,ZNF14
57717_at,1.080591232,6.854604053,6.078285221,1.94761E-08,4.19196E-08,8.73399009,PCDHB16
1429_at,1.080956661,9.316120693,6.553956482,2.08785E-09,5.07386E-09,10.91792637,CRYZ
223_at,1.081263927,10.52389115,10.82026615,8.00942E-19,1.92339E-17,32.29016784,ALDH9A1
57205_at,1.081264823,7.752174843,8.01388516,1.56134E-12,6.40931E-12,17.99090753,ATP10D
219749_at,1.081320542,6.145049934,10.29404492,1.22761E-17,1.97603E-16,29.59216486,ZNF25
10772_at,1.081360586,8.242217808,8.60647588,7.61124E-14,4.16423E-13,20.96887698,SRSF10
10939_at,1.081701449,8.679061952,12.35936462,2.9262E-22,2.74956E-20,40.1140153,AFG3L2
57001_at,1.081747984,6.946716392,9.330330245,1.82217E-15,1.49122E-14,24.6523593,SDHAF3
11193_at,1.081946675,6.985138773,9.977929289,6.33729E-17,8.21602E-16,27.97014917,WBP4
11031_at,1.082265274,9.530465096,7.107106436,1.43867E-10,4.17754E-10,13.54151377,RAB31
79805_at,1.08230736,4.63194008,8.154933245,7.63526E-13,3.33406E-12,18.6956779,VASH2
54465_at,1.082330103,6.905538775,9.357698189,1.58143E-15,1.31576E-14,24.79228068,ETAA1
4291_at,1.082997261,6.684103136,11.49797978,2.41422E-20,9.91042E-19,35.75192661,MLF1
254887_at,1.083162011,6.423195893,10.77244823,1.02614E-18,2.38043E-17,32.04524788,ZDHHC23
56204_at,1.083342584,8.62047595,5.971807358,3.17926E-08,6.68692E-08,8.25565777,FAM214A
51290_at,1.083392714,6.426294244,13.76162898,2.5172E-25,8.59372E-23,47.08751351,ERGIC2
5168_at,1.083583588,8.3974746,6.71257871,9.77199E-10,2.49339E-09,11.66180643,ENPP2
306_at,1.084095881,7.529721269,5.379491042,4.50426E-07,8.27417E-07,5.675386336,ANXA3
51056_at,1.084723683,8.500228003,8.807152178,2.71439E-14,1.64599E-13,21.98605253,LAP3
5936_at,1.085143735,7.592230266,7.983954809,1.81666E-12,7.36005E-12,17.84172548,RBM4
494513_at,1.085506031,5.512803838,6.590867016,1.75081E-09,4.30071E-09,11.09037187,PJVK
3843_at,1.086399753,7.6332136,9.371163783,1.47492E-15,1.23618E-14,24.8611377,IPO5
64965_at,1.086643179,7.584622242,7.997951262,1.69247E-12,6.90058E-12,17.91147146,MRPS9
6857_at,1.086728616,5.41715191,7.971432953,1.93542E-12,7.80611E-12,17.77935257,SYT1
51001_at,1.086745621,8.225079331,8.290901128,3.82222E-13,1.77578E-12,19.37762087,MTERF3
54517_at,1.086931271,8.062311693,8.517347611,1.20182E-13,6.26895E-13,20.51835073,PUS7
399949_at,1.086998509,6.258547111,6.843620016,5.1933E-10,1.38389E-09,12.2816627,HOATZ
7110_at,1.087415596,6.480934887,8.553998336,9.96097E-14,5.29425E-13,20.70351442,TMF1
23022_at,1.087799107,10.63269564,6.7029611,1.02343E-09,2.60259E-09,11.61649867,PALLD
55623_at,1.087905878,8.996368206,5.746814435,8.83884E-08,1.76622E-07,7.258849024,THUMPD1
9562_at,1.087913234,7.308318414,8.366684543,2.59669E-13,1.25125E-12,19.75871998,MINPP1
55720_at,1.088033277,7.115236113,10.19551741,2.04753E-17,3.08848E-16,29.08660418,TSR1
60487_at,1.088124601,7.593673024,8.849305415,2.18492E-14,1.35624E-13,22.20016566,TRMT11
159090_at,1.088314712,7.869056794,9.009824067,9.55176E-15,6.46804E-14,23.01677269,PABIR2
7596_at,1.088670734,6.561644119,11.00162712,3.13175E-19,8.64437E-18,33.21842279,ZNF45
219681_at,1.089780007,6.582614066,7.715561865,7.02372E-12,2.5493E-11,16.51028359,ARMC3
23658_at,1.090260372,7.201240363,9.442650309,1.01848E-15,8.91182E-15,25.22682202,LSM5
9325_at,1.090541837,8.342600356,8.812079661,2.64643E-14,1.60906E-13,22.0110736,TRIP4
90321_at,1.090610113,7.833147093,12.11813357,1.00168E-21,7.328E-20,38.89770842,ZNF766
51280_at,1.091308596,9.19268147,8.102356361,9.97152E-13,4.2518E-12,18.43264042,GOLM1
6102_at,1.091589675,5.933344859,10.0243346,4.98035E-17,6.66399E-16,28.20823579,RP2
56925_at,1.092074635,8.187127389,6.438878118,3.60594E-09,8.48329E-09,10.38291069,LXN
7570_at,1.092313945,8.627354644,9.445347263,1.00435E-15,8.81641E-15,25.24062233,ZNF22
23155_at,1.092620512,6.74378513,9.814666131,1.47911E-16,1.68791E-15,27.13272021,CLCC1
310_at,1.092922185,9.73260391,10.44989434,5.4667E-18,9.83142E-17,30.3917123,ANXA7
55602_at,1.092952935,6.666034205,7.54382329,1.65861E-11,5.62261E-11,15.66482715,CDKN2AIP
5427_at,1.093081424,7.255363956,8.028942119,1.44673E-12,5.96513E-12,18.06600625,POLE2
64924_at,1.093689265,7.076962345,8.530354918,1.12437E-13,5.90553E-13,20.58404906,SLC30A5
84189_at,1.093961755,5.824725255,5.28544878,6.77461E-07,1.22395E-06,5.279405514,SLITRK6
663_at,1.093962418,8.019379509,10.84869713,6.91254E-19,1.70066E-17,32.43575702,BNIP2
29089_at,1.094177187,7.557900872,5.32315709,5.75442E-07,1.04674E-06,5.437701411,UBE2T
22828_at,1.094414533,8.664579062,9.706005457,2.59956E-16,2.75049E-15,26.57563021,SCAF8
106707243_at,1.095025791,5.598895192,9.47280627,8.71144E-16,7.82654E-15,25.38114679,PRH1-TAS2R14
91607_at,1.095879158,6.965272142,8.710459872,4.46283E-14,2.57346E-13,21.49548584,SLFN11
11235_at,1.095966248,9.764488431,10.00149843,5.60733E-17,7.40081E-16,28.09107042,PDCD10
26122_at,1.095976097,7.574354611,9.276594772,2.40643E-15,1.91696E-14,24.37773715,EPC2
55818_at,1.096425601,8.846870457,6.349710147,5.49238E-09,1.26269E-08,9.97117977,KDM3A
151651_at,1.096552713,4.314607118,8.310006992,3.46748E-13,1.62856E-12,19.4736345,EFHB
374819_at,1.096846871,4.326338457,7.004287047,2.37869E-10,6.66645E-10,13.04782958,LRRC37A3
55333_at,1.0969912,7.135983113,8.055775752,1.26284E-12,5.26413E-12,18.19992494,SYNJ2BP
8887_at,1.09729272,8.940346486,9.220074181,3.22371E-15,2.47599E-14,24.08904193,TAX1BP1
22908_at,1.097633834,9.242883604,7.283459686,6.04068E-11,1.86294E-10,14.39401242,SACM1L
4905_at,1.098050163,8.96682249,10.30210009,1.17733E-17,1.91097E-16,29.63349522,NSF
8323_at,1.098686358,8.347201397,5.850101851,5.54001E-08,1.13323E-07,7.71404439,FZD6
100507599_at,1.099269896,6.706270221,10.53924008,3.43861E-18,6.58901E-17,30.84994067,TFIP11-DT
201595_at,1.099694441,10.28283642,7.575815787,1.41382E-11,4.8494E-11,15.82191056,STT3B
10561_at,1.10028935,6.848774696,6.870538307,4.55845E-10,1.22347E-09,12.40956319,IFI44
84938_at,1.101744037,6.960566221,10.83658408,7.36017E-19,1.79057E-17,32.37373162,ATG4C
26953_at,1.101991163,8.004425329,8.279578026,4.04928E-13,1.86772E-12,19.32073969,RANBP6
83594_at,1.102179014,5.223663361,9.471359342,8.77701E-16,7.86988E-15,25.37374123,NUDT12
8559_at,1.102725789,7.272977171,9.311248313,2.01134E-15,1.63658E-14,24.5548222,PRPF18
5481_at,1.103227235,8.441057239,9.435953516,1.05444E-15,9.17593E-15,25.1925558,PPID
7884_at,1.103416202,8.981884419,8.605791678,7.638E-14,4.17458E-13,20.9654154,SLBP
84924_at,1.10366159,4.325232222,14.36156149,1.30627E-26,8.36175E-24,50.00836434,ZNF566
10694_at,1.104002593,11.33221016,8.288501992,3.86925E-13,1.79438E-12,19.36556757,CCT8
84319_at,1.104069133,8.669791207,9.415286045,1.1736E-15,1.00767E-14,25.08681608,CMSS1
51633_at,1.104102965,6.518834599,8.418182967,1.99605E-13,9.87134E-13,20.01808355,OTUD6B
2690_at,1.104234519,6.469710336,8.669657674,5.50342E-14,3.11414E-13,21.28872813,GHR
22856_at,1.104584188,9.561632913,7.950552302,2.15088E-12,8.59009E-12,17.67539642,CHSY1
51701_at,1.1048628,6.376113024,10.29716089,1.20791E-17,1.95133E-16,29.60815266,NLK
55255_at,1.106133044,7.825938695,10.05119391,4.33202E-17,5.91976E-16,28.34604759,WDR41
3988_at,1.106376083,9.686428232,6.941412926,3.23115E-10,8.88296E-10,12.74722007,LIPA
6897_at,1.106515773,8.725373373,7.470238224,2.39307E-11,7.91915E-11,15.30427285,TARS1
89765_at,1.10671301,7.803935855,6.467679305,3.14613E-09,7.47155E-09,10.51643204,RSPH1
60684_at,1.107726797,6.357290304,8.014373567,1.55748E-12,6.39476E-12,17.993343,TRAPPC11
4594_at,1.10773747,7.900243098,8.290454444,3.83093E-13,1.77943E-12,19.37537667,MMUT
27130_at,1.107741488,6.237521937,11.02573189,2.76455E-19,7.80978E-18,33.34171008,INVS
9134_at,1.107878414,4.924942976,7.612227418,1.1786E-11,4.10169E-11,16.00092633,CCNE2
159013_at,1.1093884,7.076306663,10.5633284,3.03467E-18,5.93716E-17,30.97345972,CXorf38
64750_at,1.110495219,7.138687755,10.68165681,1.64283E-18,3.49572E-17,31.58004804,SMURF2
9821_at,1.111010523,7.946144191,8.505329607,1.2781E-13,6.61797E-13,20.45766516,RB1CC1
11244_at,1.111027804,7.518143211,9.863620127,1.1472E-16,1.36792E-15,27.38377886,ZHX1
11177_at,1.111046729,7.726162345,7.707117425,7.32768E-12,2.64727E-11,16.46858764,BAZ1A
643155_at,1.111073776,9.490106674,8.618512497,7.15549E-14,3.94756E-13,21.02978121,SMIM15
54619_at,1.111342276,6.011601879,9.353941693,1.6125E-15,1.33997E-14,24.77307314,CCNJ
830_at,1.112055824,9.502860681,6.543077044,2.1989E-09,5.32849E-09,10.86717488,CAPZA2
128338_at,1.112228351,7.663732297,8.666461244,5.59449E-14,3.16044E-13,21.27253736,DRAM2
9538_at,1.113024246,9.097623565,11.77121136,5.92282E-21,3.06371E-19,37.14100194,EI24
10693_at,1.113031102,5.795726142,9.571496527,5.22285E-16,5.03696E-15,25.88643912,CCT6B
221154_at,1.113398003,9.149393039,7.893754893,2.86529E-12,1.1171E-11,17.39296642,MICU2
54914_at,1.113664702,7.28088274,11.0212735,2.82905E-19,7.91671E-18,33.31890869,FOCAD
57050_at,1.113893887,7.995509952,8.87011049,1.96292E-14,1.23075E-13,22.30589622,UTP3
7105_at,1.114199645,9.063577877,6.890428594,4.13929E-10,1.11859E-09,12.50419247,TSPAN6
6845_at,1.114339859,9.335913743,9.421131913,1.13859E-15,9.8202E-15,25.11672311,VAMP7
122769_at,1.114532263,7.290060558,9.730949588,2.28396E-16,2.45718E-15,26.70349214,LRR1
