Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,ese,-0.20884633983511028,-1.3492897911984392,0.20689655172413793,1.0,0.2972972972972973,105/220,26.32%,GPAM;HK2;AGR3;FAM216B;NUP62CL;AURKA;C9orf135;DCDC2;GRAMD1C;C11orf97;SCNN1G;NAPSB;LACTB2;SPA17;DYNLRB2;CCNB1;FAM162B;CCDC113;APOBEC3B;ALYREF;GGH;C7orf57;SNTN;PSPH;KIF4A;DEPDC1B;ANLN;RAD51AP1;TAF7L;NETO2;HMGB2;PCSK5;FBXO5;CENPK;EFHB;KIF14;CRISPLD1;NIPSNAP3A;IL15;ATAD2;ADAM12;TTF2;CAPSL;OSTF1;DIRAS2;GMCL1;SKA1;GSKIP;RGS7BP;MNS1;AKR1C3;FAM155A;LMNB1;ZNF468;ZBBX;CENPL;DBR1;GTF2H3;MIS18A;RIT1;DPH3;CENPH;ZNF823;NUF2;PAXIP1;BPGM;CHCHD3;DNAJC9;TEX9;ZDHHC13;ASB3;CMSS1;EI24;PLPPR4;NUP35;PSMA5;ADAT1;CDC6;BBS12;EGFL6;TIGAR;YTHDF2;SPAG1;ERGIC1;RBBP5;CIPC;EBNA1BP2;NUDCD2;KBTBD7;TADA1;LLPH;SLC26A4;PALB2;UBXN8;SHCBP1;FAM81B;PHAX;TTC30B;RWDD3;HAUS1;LRP11;TMEM200A;RRP15;AMFR;UMAD1
gsea,late,-0.15614752903675586,-0.8971864843039934,0.5,1.0,0.7027027027027027,247/535,30.25%,GPAM;CDK1;TOP2A;CCNB2;HK2;UGT8;DLGAP5;KIF11;AGR3;TYMS;KIF20A;CEP55;MELK;NCAPG;NUP62CL;MMP10;AURKA;CCNA2;MECOM;C9orf135;NUSAP1;DCDC2;CENPF;CA2;ELOVL6;PBK;C11orf97;DSG2;TTK;SCNN1G;ARMT1;TMSB15A;PRC1;MGME1;FREM2;SPA17;NPAS3;CCNB1;DIO2;FAM162B;CCDC113;APOBEC3B;KMO;GGH;TIGD2;C7orf57;SNTN;PSPH;KIF4A;OPN3;ANLN;RAD51AP1;CADM1;PIP5K1B;CENPE;CCDC146;NETO2;E2F8;CDO1;CNTN3;CASP6;HMGB2;GLA;BEX5;RMI1;SPC25;ALG14;EZH2;RRM2;TMEM144;ETNPPL;PCSK5;FBXO5;CENPK;SMC2;GON7;CENPS;KIF14;ENPP5;POC1B;MYB;SDHAF3;CRISPLD1;PSMA6;NIPSNAP3A;FOLH1;PLA2G4A;ATAD2;ADAM12;TTF2;CAPSL;SUCLA2;PRMT6;OSTF1;GJB6;RNFT1;MMP7;KIF23;TSPAN6;GMCL1;SGO2;UCHL3;LRR1;FAIM;C1orf131;GCA;SKA1;P2RY14;MASTL;NME5;ATMIN;GSKIP;RGS7BP;NUDT15;MNS1;ATP23;FAM155A;LMNB1;IFIT3;GPR137C;CENPL;DBR1;GTF2H3;MEST;MIS18A;RIT1;MRPL13;DDX60;IFIH1;MND1;FASTKD3;USP46;CENPH;ATP5PB;FH;ZNF823;NUF2;PAXIP1;PLEKHG1;BPGM;QTRT2;VRK1;CHCHD3;ZNF260;FUNDC1;ETFA;IQGAP2;DNAJC9;TMEM135;GNL2;TEX9;PLPP6;ORC6;ASB3;CMSS1;C3orf38;TMEM35A;TIPIN;EI24;RASGRP1;NFU1;NUP35;TMEM87B;RFC4;DNAJC10;ACOT13;RARS1;CDC23;PSMA5;FNBP1L;ADAT1;CDC6;ZUP1;CCT6B;TXNDC16;EGFL6;TIGAR;YTHDF2;LAMA1;SPAG1;MRPL19;MSH2;TSNAX;TBC1D32;ZBED8;RBBP5;CIPC;EBNA1BP2;PCDHB16;HSDL2;NUDCD2;DCAF13;KBTBD7;AASDHPPT;TADA1;GORAB;LLPH;IFI44L;ENOPH1;HAT1;PALB2;MTIF3;UBXN8;SHCBP1;IMPACT;ZNF280D;ALDH1A1;FAM81B;PHAX;KBTBD6;TTC30B;SLITRK6;RWDD3;HAUS1;LRP11;COPS5;GCLC;TMEM200A;RRP15;YIPF5;C4orf46;MACO1;TPRKB;YEATS4;DACH1;HIBCH;KIN;LRRC40;CMPK2;EBAG9;PRMT3;FANCL;FBXO33;MTRES1;ING2;LAMTOR3;COIL;MTCL1;B3GALNT1;MED4;OLFM4;UBA3;CCDC43;JKAMP;ANK2;CETN2;FAM169A
gsea,unstrat,-0.1479534834453527,-0.894445518561484,0.5161290322580645,1.0,0.7027027027027027,302/647,31.67%,GPAM;PROM1;CDK1;TOP2A;CCNB2;HMMR;HK2;UGT8;DLGAP5;KIF11;AGR3;TYMS;KIF20A;RSPH1;CEP55;MELK;NCAPG;NUP62CL;AURKA;SLC39A6;CCNA2;MECOM;C9orf135;NUSAP1;DCDC2;CENPF;ELOVL6;PBK;ZWINT;DSG2;LIMS1;TTK;SCNN1G;ARMT1;TMSB15A;PRC1;MGME1;FREM2;SPAG5;SPA17;NPAS3;CCNB1;DIO2;CCDC113;APOBEC3B;KMO;GGH;TIGD2;C7orf57;TNFSF10;SNTN;PSPH;KIF4A;OPN3;RESF1;ANLN;GMNN;PLA2G7;CAT;RAD51AP1;CADM1;PIP5K1B;CENPE;CCDC146;NETO2;E2F8;CDO1;CNTN3;CASP6;HMGB2;CXorf38;GLA;MRPL15;RMI1;SPC25;ALG14;EZH2;RRM2;TMEM144;ETNPPL;PCSK5;FBXO5;CENPK;SMC2;GON7;CENPS;FANCI;KIF14;ENPP5;POC1B;MYB;CRISPLD1;PSMA6;NIPSNAP3A;FOLH1;PLA2G4A;ATAD2;ADAM12;TTF2;CAPSL;SUCLA2;PRMT6;OSTF1;RNFT1;MMP7;KIF23;TSPAN6;GMCL1;SGO2;CENPU;UCHL3;LRR1;FAIM;C1orf131;GCA;ILF2;SKA1;CFI;P2RY14;MASTL;NME5;ATMIN;GSKIP;RGS7BP;NUDT15;MNS1;ATP23;AKR1C3;FAM155A;LMNB1;IFIT3;GPR137C;ZBBX;TMEM167A;SLBP;CENPL;DBR1;GTF2H3;MEST;MIS18A;RIT1;CDK7;MRPL13;GSAP;DDX60;IFIH1;COQ5;MND1;FASTKD3;USP46;CENPH;ATP5PB;FH;BAZ1A;CHMP5;RANBP6;ZNF823;NUF2;ZNF121;PAXIP1;PLEKHG1;BPGM;QTRT2;ACADM;VRK1;CHCHD3;ZNF260;FUNDC1;ETFA;HIGD1A;YME1L1;SSB;DNAJC9;TMEM135;GNL2;EAPP;PRPSAP2;TEX9;PLPP6;ORC6;ASB3;CMSS1;C3orf38;EI24;PLPPR4;RASGRP1;NFU1;NUP35;TMEM87B;CTR9;SLC38A9;RFC4;DNAJC10;ACOT13;RARS1;CCT8;CDC23;PSMA5;FNBP1L;ADAT1;CDC6;ZUP1;BBS12;CCT6B;MPHOSPH10;TXNDC16;EGFL6;TIGAR;YTHDF2;SPAG1;ARFGAP3;MRPL19;MSH2;TSNAX;TBC1D32;ZBED8;RBBP5;CIPC;EBNA1BP2;IQCG;RAP1GDS1;HSDL2;NUDCD2;DCAF13;KBTBD7;AASDHPPT;TADA1;RRM1;GORAB;HIBADH;LLPH;CDC7;IFI44L;ENOPH1;HAT1;PALB2;MTIF3;ZNF440;FOCAD;UBXN8;SHCBP1;IMPACT;MMUT;ZNF280D;GTF2B;ALDH1A1;HMGN3;FAM81B;PHAX;KBTBD6;TTC30B;RWDD3;HAUS1;LRP11;ERLIN2;COPS5;GCLC;TMEM200A;WASHC2C;RRP15;YIPF5;C4orf46;UBXN4;MACO1;TPRKB;YEATS4;PPIL1;TRAPPC11;HIBCH;KIN;LRRC40;HSP90B1;CMPK2;EBAG9;PRMT3;FANCL;FBXO33;MTRES1;ING2;LAMTOR3;COIL;MTCL1;B3GALNT1;MED4;OLFM4;ZNF112;UBA3;CCDC43;JKAMP;ANK2;CETN2;TXNDC9;PIGK;INVS;DONSON;ZNRF2;PRELID3B;CCNJ;PLRG1;ZWILCH;FLVCR1;TBPL1
gsea,mse,-0.1332396575930714,-0.7684792553089753,0.6666666666666666,0.9313186813186813,0.7567567567567568,282/661,29.10%,CWH43;GPAM;CYP2J2;HOOK1;SPP1;C15orf48;HK2;UGT8;AGR3;ENPP3;TSPAN13;CKMT2;ABHD5;HGD;DCDC2;CA2;GRAMD1C;UPK1B;C11orf97;DSG2;ARMT1;LACTB2;HMGCR;LGR5;PRKX;MGME1;FREM2;SPA17;DYNLRB2;TLR3;PKHD1L1;ANK3;TMED6;IDH1;CCDC113;TIGD2;SCIN;SNTN;ERMP1;PSPH;YARS2;ZDHHC23;CYB5A;RESF1;CDS1;GMNN;PLA2G7;CAT;SLC25A13;ITGB8;CD36;F3;TMEM154;PIP5K1B;PYGL;CCDC146;APOO;LYPLA1;CDO1;CNTN3;CASP6;HAND2-AS1;CXorf38;RMI1;ST3GAL6;ALG14;EZH2;ANXA3;TMEM144;ATP2C1;PCSK5;POP5;ESRP1;CRISP2;GON7;PLEKHB2;EFHB;HEY1;ENPP5;POC1B;MRPL3;ZNF320;CRISPLD1;NIPSNAP3A;MRPS28;IL15;PLA2G4A;ATAD2;CRISP3;ELP3;THEM4;PLIN2;TTF2;SLC46A2;CSRP2;CAPSL;SPATA5L1;SUCLA2;OSTF1;RTCA;SLAIN1;ACSM3;RNFT1;ABCA5;CHMP4C;GMCL1;PDZD8;ENPP4;UCHL3;FAIM;C1orf131;GCA;MASTL;NME5;ATMIN;ADK;GSKIP;RGS7BP;NUDT15;MNS1;TRIP4;ZNF750;IVNS1ABP;AKR1C3;FAM155A;IFIT3;GLIS3;ZNF468;SULT1C2;ZBBX;ZNF552;DBR1;MIS18A;RIT1;SLC35B3;MRPL13;GSAP;DDX60;IFIH1;KIF3B;COQ5;FASTKD3;BTBD3;USP46;SLC16A6;USP53;CEP70;B4GALT4;ATP6V1H;GNPTAB;CHMP5;ZNF823;P4HA1;PAXIP1;PLEKHG1;BPGM;RP9;ZNF260;FUNDC1;ETFA;HIGD1A;LRRC1;IQGAP2;DNAJC9;TMEM135;GNL2;EAPP;TEX9;LRBA;PLPP6;ASB3;ZNF217;FAM214A;PLPPR4;PTN;NFU1;NUP35;ARPC2;FAM13A;TMEM87B;SLC38A9;ACOT13;RARS1;MUC15;OARD1;SLC15A2;FNBP1L;ADAT1;ALDH9A1;ZUP1;MAP2K6;NEMF;MPHOSPH10;TXNDC16;TIGAR;YTHDF2;SLC35A3;TBCCD1;SPAG1;TPD52L1;SPPL2A;ARFGAP3;MRPL19;MSH2;TSNAX;TBC1D32;ZBED8;RBBP5;CIPC;ETFDH;HSDL2;NUDCD2;PPP4R2;CYP27C1;KBTBD7;NLGN4X;AASDHPPT;GORAB;HIBADH;LLPH;NUP153;ZBTB8OS;IFI44L;MEGF10;ENOPH1;HAT1;PALB2;AK4;MTIF3;ZNF440;PLEKHF2;IMPACT;MMUT;ZNF280D;HMGN3;FAM81B;PHAX;NNT-AS1;ELOVL7;KBTBD6;SLC30A5;RWDD3;HAUS1;LRP11;ERLIN2;COPS5;WASHC2C;RRP15;STRBP;YIPF5;MACO1;YEATS4;CBR4;FRRS1;FBXO11;RALA;TRAPPC11;HIBCH;NOP58;KIN;PYROXD1;VPS4B;LRRC40;SCYL3;CLCN3;HSP90B1;RRAGD;LAMP2;BNIP3L;CDC14B;CMPK2;EBAG9;PRMT3;ZNF57;FANCL;FBXO33;MTRES1;ING2;PDHX;LAMTOR3;DLG5;COIL
gsea,pe,-0.10453169501548606,-0.6406192085471984,0.75,0.9296703296703297,0.8918918918918919,499/1260,29.18%,GABRP;MAL2;GPAM;SPP1;PROM1;CDK1;TOP2A;CCNB2;HMMR;HK2;UGT8;DLGAP5;KIF11;AGR3;TYMS;KIF20A;CEP55;MELK;NCAPG;NUP62CL;AURKA;SLC39A6;CCNA2;MECOM;NUSAP1;DCDC2;CENPF;PNP;ELOVL6;PLS1;GRAMD1C;PBK;ZWINT;DSG2;LIMS1;TTK;STX18;ARMT1;TMSB15A;LACTB2;HMGCR;PRC1;MGME1;FREM2;SPAG5;SPA17;NPAS3;CCNB1;ZNF165;DIO2;CHEK1;STIL;CCDC113;APOBEC3B;ZSCAN16;KMO;GGH;PRSS12;LEO1;TIGD2;TNFSF10;SNTN;ERMP1;PSPH;GFPT1;KIF4A;YARS2;DEPDC1B;OPN3;ZDHHC23;PGM3;RESF1;ANLN;GMNN;PLA2G7;CAT;RAD51AP1;CADM1;WNT5A;UBE2T;SLC25A13;CMTM6;CSTF2;OIP5;ACSL1;GBE1;PIP5K1B;CENPE;CCDC146;NETO2;CDKN3;E2F8;LYPLA1;CDO1;CNTN3;CASP6;WDR12;HMGB2;CXorf38;TFB2M;GLA;MRPL15;RMI1;SEPHS2;SPC25;HACD2;ENTPD7;ALG14;EZH2;CCT6A;RIDA;RRM2;TMEM144;ATP2C1;ETNPPL;GPM6B;PCSK5;POP5;FBXO5;ESRP1;CENPK;SMC2;GON7;PLEKHB2;CENPS;QPCT;FANCI;KIF14;GOLM1;MRPL22;ENPP5;POC1B;ARL6IP1;MRPL3;MYB;SPTLC2;CRISPLD1;PSMA6;NIPSNAP3A;POLE2;MRPS28;IL15;FOLH1;PLA2G4A;ATAD2;CRISP3;ADAM12;PLIN2;TTF2;DDHD2;HACD3;CSRP2;ELMOD2;CAPSL;SUCLA2;EFL1;PRMT6;PSMA3;OSTF1;RTCA;NUP88;BCCIP;LSG1;RNFT1;MMP7;KIF23;CHMP4C;PSMD14;GMCL1;PDZD8;SGO2;CENPU;UCHL3;LRR1;PUS7;FAIM;ACTL6A;C1orf131;GCA;ILF2;ZNF22;SKA1;CFI;P2RY14;MASTL;NME5;ATMIN;ANAPC4;GSKIP;FNTA;RGS7BP;NUDT15;MNS1;BZW2;RTN4IP1;TRIP4;TBCK;ATP23;AKR1C3;PI4K2B;FAM155A;ODC1;PRDX3;LMNB1;IFIT3;GPR137C;ZNF195;GLIS3;ZNF468;EIF3J;ZBBX;TMEM167A;SLBP;CENPL;LAP3;DBR1;GTF2H3;MEST;C17orf58;MIS18A;RIT1;COPB2;CDK7;SLC35B3;AFG3L2;DNAJA1;MRPL13;GSAP;RAD23B;DDX60;IFIH1;PSMA4;VBP1;UTP18;DPH3;COQ5;MND1;FASTKD3;BTBD3;GLIPR1;ATPSCKMT;USP46;SLC16A6;PON2;CCT2;HADH;XRN2;ATP5PB;PSMD7;FH;DDX21;BAZ1A;CHMP5;RANBP6;ZNF823;NUF2;KARS1;ZNF121;PAXIP1;PSMD6;PLEKHG1;BPGM;ATPAF1;QTRT2;BRD7;ACADM;ATP5F1A;VRK1;CHCHD3;ZNF260;FUNDC1;ETFA;HIGD1A;FASTKD1;LRRC1;YME1L1;SSB;IQGAP2;DNAJC9;TMEM135;WDR61;GNL2;EAPP;PRPSAP2;TEX9;PLPP6;ZDHHC13;ORC6;ASB3;SYNCRIP;PDHB;CMSS1;ZNF217;C3orf38;FAM214A;TIPIN;EI24;CHAC2;YWHAG;SAMD3;PLPPR4;RASGRP1;PTN;ITGB3BP;NFU1;SMYD3;NUP35;ARPC2;METTL9;UBE2K;TMEM87B;CTR9;SLC38A9;CSE1L;RFC4;DNAJC10;GNL3;ACOT13;RARS1;CCT8;CDC23;TRNT1;PSMA5;FNBP1L;ADAT1;CPSF2;CDC6;ALDH9A1;ZUP1;BBS12;CCT6B;NEMF;HYLS1;MPHOSPH10;PAK1IP1;EGFL6;CRLF3;TIGAR;YTHDF2;MRS2;INTS12;CASP3;AGGF1;LAMA1;SPAG1;COMMD8;ZNF232;SRR;NDUFAF4;POLR3B;INTS7;ARFGAP3;MRPL19;THUMPD3;HSP90AA1;POLR2B;MSH2;TSNAX;TBC1D32;MTMR2;CLPX;FASTKD2;ZBED8;SEH1L;RBBP5;CIPC;EBNA1BP2;OMA1;IQCG;THAP1;TRMT10C;ETFDH;RAP1GDS1;ATP6V1D;CDKN2AIP;HSDL2;NUDCD2;DCAF13;KBTBD7;AASDHPPT;TADA1;IARS2;MFAP1;RRM1;GORAB;HIBADH;PSMD10;SLTM;LLPH;MRPL1;CDC7;GMFB;UGP2;MRPS9;GTF2E2;IFI44L;ENOPH1;COPS3;SLC37A3;MAPKAPK5;TMEM237;TAF9;HAT1;PALB2;TMEM126A;MTIF3;MMP12;ZNF440;FOCAD;PSMD1;LZIC;UBXN8;SHCBP1;IMPACT;RAB1A;MMUT;ZNF280D;GTF2B;PCNA;SUGT1;MTERF3;ALDH1A1;RPA1;PSMA2;HMGN3;ZNF75A;FAM81B;PHAX;KBTBD6;SMARCA5;TTC30B;SLC30A5;RSRC1;ARMCX3;RWDD3;CCDC47;HAUS1;NSF;LRP11;SSBP1;ERLIN2;COPS5;COQ3;GCLC;TMEM200A;WASHC2C;HMG20A;RRP15;YIPF5;C4orf46;PODXL;UBXN4;MACO1;KLF10;TPRKB;PDCD10;YEATS4;CBR4;PPIL1;MRFAP1L1;RTRAF;GPATCH1;MRPS31;RALA;TRAPPC11;HIBCH;COMMD10;NOP58;SPATS2;SRBD1;KIN;PYROXD1;VPS4B;LRRC40;DHX15;BBOF1;RCN2;HSP90B1;LAMP2;CMPK2;TAF11;EBAG9;CLNS1A;PRMT3;NPY1R;ZNF57;FANCL;FBXO33;MTRES1;ING2;PDHX;MRPL47;LAMTOR3;AMMECR1;XPOT;TMEM87A;COIL;MTCL1;B3GALNT1
gsea,early,-0.08876502631194587,-0.5311806078359484,0.875,0.8791208791208791,0.972972972972973,450/1048,33.89%,GABRP;MAL2;GPAM;ADAMTS9;PROM1;CDK1;TOP2A;CCNB2;HMMR;HK2;UGT8;DLGAP5;KIF11;AGR3;TYMS;KIF20A;RSPH1;CEP55;MELK;NCAPG;NUP62CL;AURKA;SLC39A6;CCNA2;MECOM;NUSAP1;DCDC2;CENPF;ELOVL6;GRAMD1C;PBK;ZWINT;DSG2;LIMS1;TTK;STX18;ARMT1;TMSB15A;LACTB2;PRC1;MGME1;FREM2;SPAG5;SPA17;CCNB1;ZNF165;DIO2;STIL;CCDC113;APOBEC3B;ZSCAN16;KMO;GGH;PRSS12;LEO1;TIGD2;TNFSF10;SNTN;ERMP1;KIF4A;DEPDC1B;OPN3;ZDHHC23;PGM3;RESF1;ANLN;GMNN;PLA2G7;CAT;RAD51AP1;CADM1;UBE2T;ACSL1;PIP5K1B;CENPE;CCDC146;NETO2;CDKN3;E2F8;LYPLA1;CDO1;CNTN3;CASP6;HMGB2;CXorf38;TFB2M;MRPL15;RMI1;SPC25;ALG14;EZH2;CCT6A;RRM2;TMEM144;ATP2C1;PCSK5;POP5;FBXO5;ESRP1;CENPK;SMC2;GON7;CENPS;FANCI;KIF14;GOLM1;ENPP5;POC1B;ARL6IP1;MRPL3;SPTLC2;CRISPLD1;PSMA6;NIPSNAP3A;POLE2;MRPS28;IL15;FOLH1;PLA2G4A;ATAD2;ADAM12;TTF2;DDHD2;HACD3;CAPSL;SUCLA2;PHTF1;OSTF1;RTCA;NUP88;RNFT1;MMP7;KIF23;PSMD14;GMCL1;PDZD8;SGO2;CENPU;UCHL3;PUS7;FAIM;ACTL6A;C1orf131;GCA;ILF2;ZNF22;SKA1;CFI;P2RY14;MASTL;NME5;ATMIN;ANAPC4;GSKIP;FNTA;RGS7BP;NUDT15;MNS1;TRIP4;TBCK;ATP23;AKR1C3;FAM155A;ODC1;LMNB1;IFIT3;GPR137C;ZNF195;HSD17B4;ZNF468;EIF3J;ZBBX;TMEM167A;SLBP;CENPL;LAP3;DBR1;MEST;MIS18A;RIT1;COPB2;CDK7;SLC35B3;AFG3L2;DNAJA1;MRPL13;GSAP;DDX60;IFIH1;PSMA4;VBP1;C8orf76;DPH3;COQ5;FASTKD3;BTBD3;USP46;PON2;CCT2;XRN2;ATP5PB;PSMD7;FH;DDX21;BAZ1A;CHMP5;RANBP6;ZNF823;NUF2;KARS1;ZNF121;PAXIP1;PLEKHG1;BPGM;QTRT2;ACADM;ATP5F1A;VRK1;CHCHD3;ZNF260;FUNDC1;ETFA;HIGD1A;FASTKD1;LRRC1;YME1L1;SSB;DNAJC9;TMEM135;WDR61;GNL2;EAPP;PRPSAP2;TEX9;PLPP6;ZDHHC13;ORC6;ASB3;PDHB;ZNF217;C3orf38;FAM214A;PLPPR4;RASGRP1;PTN;NFU1;SMYD3;NUP35;ARPC2;METTL9;TMEM87B;CTR9;SLC38A9;CSE1L;RFC4;DNAJC10;GNL3;ACOT13;RARS1;CCT8;CDC23;PSMA5;FNBP1L;ADAT1;CPSF2;CDC6;ZUP1;BBS12;NEMF;MPHOSPH10;PAK1IP1;EGFL6;TIGAR;YTHDF2;INTS12;AGGF1;SPAG1;POLR3B;INTS7;ARFGAP3;MRPL19;ZKSCAN1;THUMPD3;HSP90AA1;POLR2B;MSH2;TSNAX;TBC1D32;FASTKD2;ZBED8;RBBP5;CIPC;EBNA1BP2;OMA1;IQCG;ETFDH;RAP1GDS1;ATP6V1D;CDKN2AIP;HSDL2;NUDCD2;DCAF13;KBTBD7;AASDHPPT;TADA1;IARS2;MFAP1;RRM1;GORAB;HIBADH;SLTM;LLPH;MRPL1;CDC7;MRPS9;IFI44L;ENOPH1;COPS3;SLC37A3;TMEM237;TAF9;HAT1;PALB2;MTIF3;ZNF605;ZNF440;FOCAD;PSMD1;UBXN8;SHCBP1;IMPACT;MMUT;ZNF280D;GTF2B;PCNA;MTERF3;ALDH1A1;PSMA2;HMGN3;ZNF75A;FAM81B;PHAX;KBTBD6;SMARCA5;TTC30B;SLC30A5;RWDD3;HAUS1;NSF;LRP11;SSBP1;ERLIN2;COPS5;GCLC;TMEM200A;WASHC2C;RRP15;YIPF5;PODXL;UBXN4;MACO1;TPRKB;PDCD10;YEATS4;CBR4;PPIL1;MRFAP1L1;MRPS31;FBXO11;TRAPPC11;HIBCH;COMMD10;NOP58;SPATS2;KIN;PYROXD1;VPS4B;LRRC40;DHX15;BBOF1;RCN2;TIA1;HSP90B1;CMPK2;TAF11;EBAG9;PRMT3;ZNF57;FANCL;FBXO33;MTRES1;ING2;PDHX;LAMTOR3;XPOT;TMEM87A;COIL;MTCL1;B3GALNT1;MED4;OLFM4;DPM1;ZNF112;UBA3;CCDC43;JKAMP;OSBPL9;ANK2;CETN2;SRSF6;TXNDC9;PIGK;INVS;FIGNL1;DSN1;DONSON;MRPS10;KIAA0232;PRELID3B;NOL8;CCNJ;PLRG1;ZWILCH;FLVCR1;TBPL1;CARD16;SLC4A1AP;LRPPRC;VPS45;WDR11;SLC25A43;DHX29;SRSF7;H2AZ1;GNAI3;RPE;IK;RACGAP1;PBDC1;CD58;GPBP1;STAMBPL1;DRAM2;YWHAB;RINT1;CHORDC1;CNOT7;SAMHD1;NAE1;DNM1L
